Potential energy (Ha)	Kinetic Energy (Ha)	Pressure (GPa)
-644.0770243521        	0.7755612311		26740.7315286085
-644.0528773899        	0.7755612311		26750.2548852547
-644.0362365549        	0.7755612311		26757.0214333470
-644.0364276545        	0.7755612311		26759.5945819121
-644.0521739505        	0.7755612311		26759.3691206328
-644.0699936709        	0.7755612311		26760.0209918664
-644.0793481999        	0.7755612311		26762.6088043143
-644.0829977902        	0.7755612311		26764.9271480666
-644.0907910574        	0.7755612311		26763.5543444356
-644.1051966446        	0.7755612311		26757.5541738669
-644.1150748480        	0.7755612311		26752.1439238382
-644.1049990014        	0.7755612311		26753.7541168155
-644.0723957199        	0.7755612311		26763.9955758870
-644.0324793566        	0.7755612311		26778.4897276124
-643.9974666455        	0.7755612311		26793.0320399292
-643.9708603561        	0.7755612311		26805.5036609642
-643.9575069910        	0.7755612311		26813.1007550224
-643.9633569513        	0.7755612311		26812.6078645345
-643.9862924106        	0.7755612311		26805.3970532635
-644.0137630447        	0.7755612311		26797.3873818042
-644.0336000299        	0.7755612311		26793.6767919664
-644.0473061471        	0.7755612311		26792.7471115446
-644.0677774552        	0.7755612311		26788.4847260953
-644.1004670779        	0.7755612311		26778.8078455956
-644.1326750548        	0.7755612311		26768.9079137835
-644.1451199166        	0.7755612311		26765.1497158224
-644.1278893894        	0.7755612311		26771.5404816689
-644.0877559163        	0.7755612311		26785.8764410649
-644.0501601453        	0.7755612311		26798.9965184061
-644.0442637942        	0.7755612311		26800.9258146583
-644.0794999265        	0.7755612311		26788.1173775581
-644.1390812999        	0.7755612311		26766.5772227134
-644.1942918260        	0.7755612311		26746.6476595841
-644.2205462417        	0.7755612311		26737.5991558651
-644.2046736425        	0.7755612311		26743.6918016390
-644.1532315632        	0.7755612311		26761.1092971881
-644.0985907535        	0.7755612311		26775.9641982487
-644.0785882553        	0.7755612311		26775.4025110513
-644.0999904432        	0.7755612311		26758.9534496130
-644.1335630402        	0.7755612311		26738.6179422539
-644.1514070240        	0.7755612311		26725.3610647897
-644.1488896338        	0.7755612311		26723.0242725788
-644.1309915322        	0.7755612311		26730.0704134770
-644.1030557924        	0.7755612311		26743.2285163119
-644.0771146408        	0.7755612311		26758.3304689319
-644.0549743503        	0.7755612311		26772.2043364514
-644.0321533626        	0.7755612311		26783.9125934449
-644.0176965569        	0.7755612311		26789.6871987421
-644.0218448736        	0.7755612311		26786.7146123033
-644.0433473434        	0.7755612311		26776.9653173988
-644.0693428530        	0.7755612311		26766.5960390494
-644.0830413684        	0.7755612311		26762.1864536852
-644.0784914433        	0.7755612311		26764.7483509222
-644.0654029825        	0.7755612311		26770.4680266275
-644.0567997691        	0.7755612311		26774.4391920779
-644.0555072871        	0.7755612311		26775.0096190132
-644.0561398801        	0.7755612311		26775.8680525683
-644.0547821174        	0.7755612311		26778.6302518599
-644.0571928012        	0.7755612311		26781.3837538507
-644.0701267807        	0.7755612311		26781.6411445424
-644.0830427694        	0.7755612311		26781.2146676496
-644.0764402191        	0.7755612311		26784.6677198539
-644.0465574752        	0.7755612311		26793.6979106246
-644.0155904450        	0.7755612311		26801.8003696745
-644.0145408829        	0.7755612311		26800.5139771765
-644.0443923304        	0.7755612311		26791.4173306629
-644.0765362951        	0.7755612311		26784.5558286222
-644.0912379761        	0.7755612311		26785.6730835773
-644.0883991583        	0.7755612311		26792.7479336753
-644.0826867173        	0.7755612311		26799.2609339021
-644.0844789350        	0.7755612311		26800.7032610501
-644.0892018704        	0.7755612311		26799.2898485219
-644.0942966231        	0.7755612311		26795.2987024648
-644.1008978984        	0.7755612311		26787.5749137335
-644.1077122604        	0.7755612311		26777.1038417113
-644.1182920251        	0.7755612311		26765.6989876570
-644.1335162528        	0.7755612311		26756.1518417960
-644.1448974980        	0.7755612311		26751.2048897824
-644.1436679319        	0.7755612311		26752.3223096876
-644.1263227656        	0.7755612311		26758.0686683931
-644.1003808293        	0.7755612311		26764.1672771114
-644.0750550192        	0.7755612311		26766.8882378334
-644.0495249551        	0.7755612311		26768.6664381001
-644.0220383822        	0.7755612311		26773.3424789264
-643.9955705147        	0.7755612311		26782.6154476713
-643.9746893120        	0.7755612311		26795.0925748058
-643.9689663097        	0.7755612311		26804.5789134867
-643.9866664157        	0.7755612311		26804.5292789215
-644.0195444957        	0.7755612311		26796.2080128207
-644.0473826235        	0.7755612311		26787.7029689276
-644.0522444012        	0.7755612311		26787.3858021562
-644.0292617243        	0.7755612311		26798.0864579462
-643.9992454277        	0.7755612311		26812.8542312088
-644.0001544599        	0.7755612311		26819.5036499027
-644.0422303227        	0.7755612311		26811.3410410398
-644.0976858010        	0.7755612311		26794.3288779288
-644.1348768830        	0.7755612311		26778.8422761561
-644.1425649964        	0.7755612311		26769.3602503731
-644.1301756831        	0.7755612311		26764.6944846032
-644.1153281947        	0.7755612311		26760.6695654388
-644.1064611759        	0.7755612311		26757.1017902148
-644.0950131544        	0.7755612311		26756.8910549273
-644.0705214852        	0.7755612311		26763.2005042575
-644.0345396649        	0.7755612311		26774.9842561251
-643.9980561158        	0.7755612311		26788.7182196477
-643.9761533436        	0.7755612311		26798.2248798801
-643.9785733044        	0.7755612311		26799.2597623369
-643.9966013108        	0.7755612311		26793.4868151727
-644.0118311237        	0.7755612311		26786.8893926282
-644.0133815766        	0.7755612311		26783.3106537215
-644.0035192815        	0.7755612311		26782.9570139842
-643.9931198518        	0.7755612311		26782.8796249442
-643.9919954582        	0.7755612311		26779.4765026795
-644.0005417428        	0.7755612311		26771.5374757486
-644.0086387353        	0.7755612311		26762.1711603980
-644.0065931520        	0.7755612311		26757.1108412341
-643.9953097011        	0.7755612311		26757.9832023329
-643.9848959097        	0.7755612311		26762.3295245454
-643.9833567406        	0.7755612311		26766.2094097657
-643.9887647554        	0.7755612311		26768.2397390369
-643.9955962770        	0.7755612311		26769.4005555474
-644.0039675937        	0.7755612311		26768.3713755539
-644.0183256198        	0.7755612311		26763.7632672738
-644.0373142815        	0.7755612311		26755.8883655503
-644.0521405499        	0.7755612311		26748.7156422403
-644.0563217067        	0.7755612311		26745.2000886642
-644.0506825683        	0.7755612311		26746.4452481326
-644.0385737332        	0.7755612311		26751.1453616931
-644.0247954687        	0.7755612311		26756.7135818009
-644.0160224657        	0.7755612311		26759.8701243786
-644.0125876516        	0.7755612311		26760.4573027834
-644.0077121554        	0.7755612311		26760.6183938688
-644.0018622042        	0.7755612311		26761.7057368592
-644.0108566957        	0.7755612311		26760.8668361698
-644.0360939758        	0.7755612311		26757.3106326554
-644.0602037317        	0.7755612311		26754.2005731309
-644.0704369088        	0.7755612311		26754.0666381367
-644.0699287047        	0.7755612311		26755.5126140486
-644.0707792874        	0.7755612311		26755.0133511580
-644.0782567525        	0.7755612311		26752.0860988373
-644.0880982551        	0.7755612311		26748.3174630646
-644.0967915462        	0.7755612311		26746.4297445719
-644.1032759258        	0.7755612311		26748.4195843720
-644.1003457389        	0.7755612311		26756.0120634540
-644.0809261182        	0.7755612311		26769.3335937899
-644.0452372205        	0.7755612311		26786.3562100043
-644.0018469453        	0.7755612311		26803.4182850551
-643.9690619599        	0.7755612311		26814.9787370380
-643.9627394213        	0.7755612311		26816.4267091502
-643.9812130310        	0.7755612311		26809.7601238381
-644.0072059562        	0.7755612311		26801.6847827674
-644.0231928339        	0.7755612311		26798.2327557843
-644.0228895256        	0.7755612311		26800.2821125541
-644.0105739450        	0.7755612311		26804.7121011038
-643.9970402933        	0.7755612311		26806.5735373153
-643.9905132260        	0.7755612311		26803.8395811004
-643.9929759901        	0.7755612311		26798.2678336779
-643.9992233052        	0.7755612311		26793.7260199978
-643.9974565019        	0.7755612311		26794.1738310839
-643.9846549873        	0.7755612311		26799.3209549969
-643.9692999244        	0.7755612311		26805.7094669852
-643.9612261094        	0.7755612311		26811.0592754171
-643.9704509769        	0.7755612311		26811.2313588729
-644.0025203065        	0.7755612311		26803.5190666663
-644.0476259797        	0.7755612311		26789.5870539863
-644.0889616317        	0.7755612311		26775.2547711457
-644.1110594939        	0.7755612311		26766.1006758740
-644.1019806204        	0.7755612311		26765.8191641088
-644.0658844613        	0.7755612311		26773.1158471690
-644.0311551501        	0.7755612311		26780.1095079281
-644.0306559336        	0.7755612311		26778.4857775851
-644.0637709160        	0.7755612311		26768.3317744141
-644.1006915499        	0.7755612311		26759.0362676782
-644.1186550468        	0.7755612311		26756.8706917104
-644.1190234044        	0.7755612311		26759.7039428929
-644.1139665963        	0.7755612311		26763.0021555999
-644.1114280421        	0.7755612311		26763.6161899347
-644.1112385681        	0.7755612311		26762.9342021165
-644.1060607870        	0.7755612311		26764.6639917101
-644.0908084760        	0.7755612311		26771.2468077798
-644.0709794749        	0.7755612311		26779.9495370804
-644.0559293241        	0.7755612311		26786.0731911164
-644.0461537610        	0.7755612311		26788.3343994402
-644.0457101342        	0.7755612311		26786.0469235249
-644.0711994548        	0.7755612311		26778.3883012999
-644.1030217582        	0.7755612311		26770.0961484807
-644.1215410461        	0.7755612311		26764.1324083740
-644.1302938541        	0.7755612311		26760.7795880275
-644.1257921395        	0.7755612311		26762.0494844398
-644.1015757326        	0.7755612311		26769.6782604048
-644.0630648310        	0.7755612311		26783.0008767944
-644.0237274196        	0.7755612311		26798.3198411698
-644.0047554761        	0.7755612311		26808.7178605435
-644.0228887253        	0.7755612311		26807.4023781686
-644.0682324182        	0.7755612311		26794.9349641252
-644.1144444364        	0.7755612311		26778.4846414758
-644.1458643485        	0.7755612311		26764.3438647696
-644.1659220094        	0.7755612311		26753.9508937866
-644.1813785616        	0.7755612311		26746.6364517641
-644.1839013151        	0.7755612311		26745.6847185528
-644.1628759173        	0.7755612311		26753.3276159810
-644.1257475022        	0.7755612311		26766.4615588978
-644.0964782250        	0.7755612311		26777.1308450320
-644.0907374876        	0.7755612311		26778.4389599429
-644.1030581458        	0.7755612311		26772.0008466209
-644.1176880759        	0.7755612311		26763.6018742882
-644.1248555661        	0.7755612311		26757.8499623723
-644.1235077059        	0.7755612311		26756.7320093260
-644.1156117932        	0.7755612311		26760.2281628056
-644.0999456517        	0.7755612311		26768.8489445705
-644.0735937898        	0.7755612311		26783.2829547931
-644.0376770597        	0.7755612311		26802.1100249307
-643.9996878864        	0.7755612311		26820.1549460508
-643.9706563020        	0.7755612311		26832.3378516472
-643.9566322816        	0.7755612311		26837.0999017129
-643.9511509743        	0.7755612311		26836.9365919265
-643.9382415597        	0.7755612311		26837.9449199315
-643.9107714397        	0.7755612311		26842.1043242850
-643.8797797797        	0.7755612311		26844.9622173233
-643.8618534512        	0.7755612311		26841.3627133916
-643.8630127534        	0.7755612311		26830.4555204798
-643.8786261132        	0.7755612311		26816.1471427461
-643.9017726870        	0.7755612311		26802.4094976426
-643.9279062114        	0.7755612311		26789.6086307675
-643.9558862470        	0.7755612311		26776.6946218662
-643.9830037027        	0.7755612311		26763.7135629331
-644.0071376692        	0.7755612311		26751.2848988990
-644.0299285968        	0.7755612311		26740.8603913310
-644.0484481666        	0.7755612311		26734.3039784530
-644.0538359149        	0.7755612311		26735.2810236497
-644.0415335761        	0.7755612311		26745.5497930930
-644.0166878715        	0.7755612311		26762.4605280356
-643.9959942644        	0.7755612311		26778.5314640432
-643.9939592395        	0.7755612311		26786.7920558259
-644.0059159803        	0.7755612311		26788.4596588349
-644.0182073182        	0.7755612311		26788.6811723504
-644.0185812736        	0.7755612311		26792.1540560577
-644.0085085317        	0.7755612311		26797.6997087694
-644.0021700207        	0.7755612311		26800.5487806280
-644.0087328710        	0.7755612311		26798.7048093711
-644.0247506169        	0.7755612311		26793.2024405121
-644.0406939701        	0.7755612311		26788.1429298955
-644.0494088238        	0.7755612311		26785.1585233734
-644.0469814437        	0.7755612311		26785.3632701486
-644.0332475549        	0.7755612311		26788.5430079254
-644.0120704593        	0.7755612311		26794.0063567433
-643.9892126297        	0.7755612311		26800.3805318517
-643.9701866117        	0.7755612311		26806.2802921041
-643.9584904280        	0.7755612311		26809.8142783576
-643.9586549584        	0.7755612311		26808.9132744930
-643.9761148709        	0.7755612311		26802.4145461412
-644.0071695238        	0.7755612311		26792.5125137861
-644.0387440520        	0.7755612311		26782.7304809104
-644.0632148025        	0.7755612311		26774.1491533835
-644.0823767498        	0.7755612311		26765.5797112407
-644.0974500144        	0.7755612311		26757.9988810276
-644.1062034490        	0.7755612311		26754.5402013124
-644.1040296375        	0.7755612311		26758.3827639609
-644.0864490797        	0.7755612311		26771.5379938181
-644.0558796420        	0.7755612311		26791.7429247086
-644.0228409439        	0.7755612311		26813.1165893728
-644.0036934161        	0.7755612311		26827.2132665026
-644.0100774991        	0.7755612311		26828.3449750794
-644.0295088686        	0.7755612311		26822.0159773141
-644.0376947106        	0.7755612311		26818.4549363461
-644.0252952477        	0.7755612311		26823.5583501453
-644.0014100543        	0.7755612311		26833.4440046252
-643.9880174077        	0.7755612311		26838.7739095674
-644.0017798220        	0.7755612311		26833.1120643005
-644.0318143562        	0.7755612311		26820.5790871881
-644.0542728072        	0.7755612311		26809.4722398528
-644.0658970070        	0.7755612311		26803.3403780658
-644.0768294308        	0.7755612311		26800.4509331100
-644.0902600898        	0.7755612311		26800.3984186608
-644.1007290579        	0.7755612311		26802.6608888418
-644.1008302068        	0.7755612311		26806.8946857854
-644.0874130489        	0.7755612311		26812.1167226143
-644.0619347428        	0.7755612311		26818.7649903157
-644.0339057946        	0.7755612311		26825.6150954209
-644.0197094466        	0.7755612311		26827.7160536069
-644.0318846051        	0.7755612311		26821.7462282273
-644.0638784206        	0.7755612311		26809.0633636885
-644.0923768223        	0.7755612311		26797.2422223968
-644.1008822774        	0.7755612311		26792.0759239544
-644.0903427893        	0.7755612311		26794.2318309800
-644.0731788090        	0.7755612311		26800.0998352404
-644.0587070857        	0.7755612311		26806.3574908179
-644.0445766173        	0.7755612311		26812.5846988510
-644.0275619845        	0.7755612311		26818.5088068229
-644.0125699237        	0.7755612311		26822.7530358889
-644.0066827581        	0.7755612311		26823.6833015371
-644.0127714381        	0.7755612311		26821.3039222872
-644.0311460141        	0.7755612311		26816.1497954530
-644.0574872117        	0.7755612311		26808.6117962889
-644.0807532533        	0.7755612311		26801.1734149974
-644.0918018853        	0.7755612311		26795.9722917989
-644.0865669043        	0.7755612311		26795.1315021821
-644.0686324033        	0.7755612311		26797.8528807279
-644.0549304277        	0.7755612311		26798.9492125569
-644.0622328669        	0.7755612311		26794.3139680245
-644.0797870708        	0.7755612311		26786.1750952712
-644.0839536321        	0.7755612311		26781.1303241605
-644.0642654337        	0.7755612311		26782.1332584625
-644.0311946100        	0.7755612311		26785.9939249533
-644.0062673989        	0.7755612311		26786.1433832110
-644.0007259437        	0.7755612311		26780.3818237384
-644.0106042793        	0.7755612311		26771.4802061485
-644.0249769586        	0.7755612311		26764.3255875126
-644.0320951478        	0.7755612311		26762.0560817781
-644.0267593474        	0.7755612311		26766.7900283404
-644.0085990830        	0.7755612311		26776.8729043419
-643.9801576982        	0.7755612311		26788.3766766493
-643.9526363483        	0.7755612311		26795.9566305136
-643.9448084267        	0.7755612311		26793.9098652831
-643.9613023235        	0.7755612311		26782.7018307851
-643.9876550442        	0.7755612311		26768.3635375590
-644.0102737397        	0.7755612311		26755.6346372980
-644.0187889017        	0.7755612311		26747.6079457783
-644.0069963635        	0.7755612311		26746.8445256257
-643.9841981298        	0.7755612311		26751.5052832106
-643.9848833820        	0.7755612311		26755.0978752463
-644.0022898758        	0.7755612311		26759.3333172412
-644.0056174398        	0.7755612311		26770.1411237802
-643.9974438262        	0.7755612311		26784.1351172577
-643.9868440743        	0.7755612311		26796.5250653025
-643.9740871538        	0.7755612311		26805.1432881351
-643.9653621675        	0.7755612311		26807.7513812050
-643.9775212902        	0.7755612311		26799.4130380203
-644.0108148043        	0.7755612311		26781.4771750493
-644.0454083042        	0.7755612311		26761.1950188640
-644.0656552378        	0.7755612311		26746.8787166464
-644.0722733499        	0.7755612311		26740.2601450370
-644.0739678200        	0.7755612311		26740.1508032815
-644.0746237030        	0.7755612311		26744.1043805817
-644.0722627380        	0.7755612311		26750.2143378004
-644.0663374540        	0.7755612311		26757.2878054473
-644.0566661171        	0.7755612311		26766.5295456414
-644.0450724274        	0.7755612311		26776.9987369936
-644.0373334225        	0.7755612311		26785.2666190156
-644.0364230721        	0.7755612311		26789.4572009674
-644.0398714080        	0.7755612311		26788.8680049110
-644.0406017401        	0.7755612311		26786.2769736514
-644.0296039562        	0.7755612311		26785.3519531598
