Potential energy (Ha)	Kinetic Energy (Ha)	Pressure (GPa)
-628.6575492925        	2.5852041037		40108.4665081706
-628.6685495963        	2.5852041037		40098.4901735523
-628.6324001106        	2.5852041037		40107.2877463726
-628.6131712565        	2.5852041037		40120.1831568404
-628.6143035440        	2.5852041037		40135.3954619492
-628.6078380052        	2.5852041037		40157.6690162220
-628.6079267723        	2.5852041037		40177.3690617763
-628.6094413874        	2.5852041037		40179.2437813836
-628.6295471408        	2.5852041037		40162.5653170811
-628.6431389636        	2.5852041037		40147.3283509913
-628.6231148621        	2.5852041037		40149.9566876839
-628.6370907628        	2.5852041037		40156.6254698892
-628.6107928396        	2.5852041037		40178.8937507747
-628.6085604430        	2.5852041037		40190.6368781758
-628.6650910387        	2.5852041037		40176.8969162694
-628.7008517890        	2.5852041037		40161.0851181876
-628.7360620692        	2.5852041037		40140.8182890237
-628.7254170159        	2.5852041037		40140.6523290947
-628.6822861181        	2.5852041037		40153.8396227602
-628.6633983523        	2.5852041037		40156.7436490814
-628.6870218360        	2.5852041037		40138.8472423060
-628.8410474612        	2.5852041037		40081.0907520177
-629.0410728038        	2.5852041037		40026.8443937912
-629.0601948746        	2.5852041037		40044.2431779437
-628.8641415984        	2.5852041037		40131.0152571409
-628.6544260797        	2.5852041037		40210.1004114516
-628.5493313461        	2.5852041037		40248.6565843649
-628.5181264370        	2.5852041037		40263.5368946285
-628.5412633737        	2.5852041037		40255.5345500232
-628.5921805465        	2.5852041037		40237.0157119269
-628.6095710220        	2.5852041037		40233.8134853497
-628.6110727858        	2.5852041037		40238.8189224671
-628.6662726839        	2.5852041037		40222.3825926309
-628.6772296044        	2.5852041037		40216.3232111401
-628.6215417956        	2.5852041037		40231.6712812504
-628.6248996002        	2.5852041037		40227.6180869276
-628.7632251160        	2.5852041037		40174.6387631727
-628.9747900113        	2.5852041037		40097.1595009727
-629.0657445601        	2.5852041037		40048.8746588190
-629.0735246355        	2.5852041037		40026.8599960183
-629.0656522599        	2.5852041037		40014.8714765123
-629.0064288609        	2.5852041037		40025.2696091735
-628.8802988502        	2.5852041037		40067.0905491342
-628.7684183749        	2.5852041037		40107.5914293110
-628.7243997693        	2.5852041037		40128.6554321487
-628.7481938090        	2.5852041037		40129.7541788326
-628.7677234916        	2.5852041037		40136.7848510953
-628.7404938232        	2.5852041037		40164.4058419408
-628.6446079256        	2.5852041037		40209.5392510525
-628.5167907005        	2.5852041037		40253.6542306705
-628.5176466113        	2.5852041037		40253.5313074741
-628.5676069767        	2.5852041037		40232.1310733321
-628.5647500331        	2.5852041037		40228.3910413416
-628.5266615122        	2.5852041037		40236.7445953274
-628.5966676206        	2.5852041037		40202.3504228993
-628.7671798932        	2.5852041037		40125.7626107647
-628.8306764428        	2.5852041037		40079.1895163570
-628.7996527768        	2.5852041037		40067.0888047440
-628.8087425568        	2.5852041037		40052.5184365862
-628.8453233016        	2.5852041037		40040.6761755208
-628.8264865179        	2.5852041037		40056.7840544510
-628.7958256819        	2.5852041037		40085.7415769138
-628.7973665341        	2.5852041037		40107.7376894820
-628.7842780168        	2.5852041037		40128.5826658292
-628.8096305062        	2.5852041037		40128.1560337649
-628.8096805880        	2.5852041037		40120.3974080253
-628.8354350789        	2.5852041037		40105.7553120061
-628.8171829238        	2.5852041037		40110.2520897215
-628.7858310232        	2.5852041037		40129.7640903808
-628.7314142366        	2.5852041037		40155.0152710977
-628.6822270896        	2.5852041037		40175.5032314892
-628.6759211471        	2.5852041037		40179.7971972625
-628.6281703846        	2.5852041037		40189.9161757026
-628.5628390988        	2.5852041037		40200.1087361171
-628.5104411405        	2.5852041037		40208.0642054577
-628.4475384914        	2.5852041037		40223.6626179163
-628.3911530631        	2.5852041037		40239.7774533599
-628.4261938387        	2.5852041037		40239.8100648255
-628.4624289952        	2.5852041037		40250.2552058685
-628.4545920162        	2.5852041037		40273.0394405574
-628.4948375960        	2.5852041037		40266.1419092312
-628.6040590377        	2.5852041037		40222.4908497848
-628.6743446472        	2.5852041037		40187.2066634539
-628.6099718707        	2.5852041037		40199.4631286548
-628.4886832689        	2.5852041037		40232.7850935829
-628.4329418121        	2.5852041037		40235.5290687640
-628.3995780863        	2.5852041037		40217.0741385635
-628.3016897299        	2.5852041037		40216.9108306123
-628.3296141960        	2.5852041037		40194.6375949530
-628.4822553451        	2.5852041037		40148.4068530272
-628.5160897646        	2.5852041037		40140.8297815431
-628.4783360307        	2.5852041037		40154.7293342703
-628.4617546104        	2.5852041037		40161.9238210823
-628.4499338118        	2.5852041037		40170.9885758667
-628.5099589377        	2.5852041037		40164.2735387542
-628.5176260021        	2.5852041037		40165.4260241171
-628.5183283887        	2.5852041037		40174.5440456309
-628.4707279350        	2.5852041037		40201.3224912713
-628.4018300284        	2.5852041037		40225.5866953367
-628.3338620153        	2.5852041037		40236.2381552410
-628.3223758792        	2.5852041037		40220.4465097418
-628.4579296036        	2.5852041037		40158.4867759159
-628.6422902914        	2.5852041037		40079.1388411016
-628.7861852730        	2.5852041037		40020.9675083724
-628.7998556743        	2.5852041037		40016.1314762635
-628.6540138394        	2.5852041037		40066.2308103363
-628.4950151838        	2.5852041037		40132.0065521467
-628.4674495951        	2.5852041037		40176.7081999141
-628.4735616026        	2.5852041037		40211.5816312539
-628.4818627879        	2.5852041037		40229.4721535428
-628.5536045334        	2.5852041037		40208.5312593745
-628.6305844103        	2.5852041037		40182.2695101788
-628.5857040291        	2.5852041037		40204.9902632875
-628.4566106394        	2.5852041037		40255.8666115304
-628.4817258259        	2.5852041037		40267.7102524390
-628.4788658306        	2.5852041037		40282.7980932887
-628.3934817305        	2.5852041037		40302.5082060983
-628.5732356120        	2.5852041037		40255.4341863895
-628.6899870728        	2.5852041037		40228.0608309437
-628.7324138911        	2.5852041037		40220.0666269876
-628.7808543447        	2.5852041037		40198.5242039991
-628.8479118188        	2.5852041037		40162.4036705336
-628.8859818558        	2.5852041037		40130.8611507426
-628.8917736808        	2.5852041037		40105.3794636327
-628.9050885562        	2.5852041037		40079.8295831525
-628.9226079448        	2.5852041037		40064.0836319054
-628.9293851685        	2.5852041037		40063.7595901526
-628.7956989936        	2.5852041037		40111.2358831293
-628.6073167986        	2.5852041037		40166.4109446741
-628.6165357634        	2.5852041037		40143.7718086494
-628.6661673221        	2.5852041037		40107.6598313373
-628.6703766819        	2.5852041037		40104.1084654559
-628.7477331487        	2.5852041037		40091.6203306163
-628.8369457154        	2.5852041037		40074.9656205255
-628.8453944408        	2.5852041037		40083.6019966053
-628.7428465970        	2.5852041037		40124.5711639990
-628.6028356631        	2.5852041037		40165.5076907733
-628.5887834742        	2.5852041037		40153.7436554661
-628.6772447746        	2.5852041037		40105.9090281874
-628.7002402234        	2.5852041037		40085.7712557488
-628.6190098750        	2.5852041037		40108.6331116643
-628.5217232565        	2.5852041037		40148.3865332431
-628.4866263026        	2.5852041037		40183.0627971537
-628.3935683912        	2.5852041037		40239.8559395892
-628.2548165267        	2.5852041037		40305.7860758165
-628.2362516520        	2.5852041037		40325.7544287434
-628.3751103902        	2.5852041037		40289.9392579717
-628.5132647505        	2.5852041037		40252.8223345487
-628.5381421198        	2.5852041037		40252.4557590168
-628.5468912202        	2.5852041037		40261.7934169186
-628.5848633274        	2.5852041037		40264.3297544911
-628.6062323169        	2.5852041037		40269.5775734482
-628.6490023840        	2.5852041037		40254.7897924734
-628.7385792386        	2.5852041037		40207.3425809990
-628.7629823278        	2.5852041037		40171.9295322799
-628.7664857287        	2.5852041037		40147.5477243308
-628.7642656488        	2.5852041037		40125.0290993527
-628.7503750554        	2.5852041037		40107.7632889762
-628.7897290298        	2.5852041037		40087.8218326479
-628.8139620605        	2.5852041037		40084.8283343360
-628.7874815614        	2.5852041037		40103.2615054020
-628.7554980217        	2.5852041037		40122.6208828982
-628.7865718186        	2.5852041037		40125.6844414928
-628.8568250705        	2.5852041037		40115.3433547442
-628.8697711422        	2.5852041037		40115.5075293624
-628.8097146130        	2.5852041037		40135.8299804983
-628.7477407864        	2.5852041037		40155.6499665288
-628.7392250879        	2.5852041037		40160.7845443000
-628.6819781379        	2.5852041037		40182.6796109310
-628.5741062594        	2.5852041037		40215.7540872567
-628.5950846786        	2.5852041037		40209.4550932033
-628.7062170729        	2.5852041037		40172.9849638006
-628.7535596760        	2.5852041037		40156.1356268546
-628.7642923984        	2.5852041037		40154.8813341612
-628.8568502262        	2.5852041037		40127.7154731885
-628.8988511967        	2.5852041037		40110.8611337043
-628.9882549795        	2.5852041037		40078.3749620052
-629.0924165901        	2.5852041037		40037.6691609565
-629.1266069717        	2.5852041037		40019.6229849166
-629.1056399607        	2.5852041037		40019.2743879740
-629.0611074515        	2.5852041037		40028.4567208403
-628.9943930333        	2.5852041037		40048.4313734230
-628.9235403111        	2.5852041037		40075.2763291438
-628.8800668745        	2.5852041037		40094.7437828580
-628.9372225627        	2.5852041037		40083.7528544254
-628.9758596562        	2.5852041037		40072.4227414079
-628.9453241556        	2.5852041037		40080.3434614067
-628.8473098599        	2.5852041037		40106.8079492053
-628.7447157781        	2.5852041037		40138.6313882660
-628.7092317482        	2.5852041037		40160.7658683389
-628.7307290071        	2.5852041037		40169.9113217976
-628.7878104904        	2.5852041037		40164.5013816097
-628.7914445790        	2.5852041037		40171.2138089712
-628.7672644296        	2.5852041037		40182.3478427109
-628.7397535387        	2.5852041037		40186.8501119176
-628.7194752510        	2.5852041037		40189.3443714844
-628.6375096841        	2.5852041037		40213.0285748680
-628.5799875566        	2.5852041037		40224.1512985878
-628.7593394640        	2.5852041037		40162.2430977216
-628.9084638648        	2.5852041037		40118.9427056336
-628.8180410170        	2.5852041037		40157.0107867382
-628.6702441561        	2.5852041037		40211.9884107779
-628.6186325763        	2.5852041037		40229.2783226075
-628.6672529440        	2.5852041037		40211.9489220254
-628.6657339870        	2.5852041037		40206.0579858199
-628.6416689642        	2.5852041037		40197.6547139427
-628.7174448261        	2.5852041037		40146.0746191869
-628.8769846479        	2.5852041037		40072.2762706636
-628.9453185501        	2.5852041037		40042.7588290512
-628.8887952249        	2.5852041037		40062.1274409222
-628.7900232761        	2.5852041037		40090.9088628300
-628.6704538500        	2.5852041037		40118.5114959993
-628.5141809903        	2.5852041037		40159.7162012714
-628.4457644800        	2.5852041037		40191.7954843053
-628.4256133177        	2.5852041037		40214.9155537131
-628.4331891858        	2.5852041037		40235.4376827734
-628.4691213674        	2.5852041037		40240.3080267069
-628.5743896885        	2.5852041037		40203.1004883522
-628.6630554008        	2.5852041037		40156.7852286462
-628.6412846487        	2.5852041037		40144.3856506634
-628.6536318084        	2.5852041037		40142.0440387300
-628.6393256452        	2.5852041037		40158.3133544118
-628.6060445804        	2.5852041037		40173.3254875283
-628.7385595725        	2.5852041037		40128.2992978036
-628.9275503890        	2.5852041037		40058.9382297950
-629.0380980116        	2.5852041037		40019.7439829601
-629.0365726042        	2.5852041037		40028.6974403544
-628.8618162109        	2.5852041037		40095.3976690635
-628.6775421518        	2.5852041037		40162.3050353641
-628.6524766235        	2.5852041037		40170.2975079296
-628.6800235787        	2.5852041037		40151.4934231241
-628.7023508914        	2.5852041037		40133.9459524774
-628.7630736097        	2.5852041037		40112.9056089810
-628.8552073114        	2.5852041037		40095.4678072080
-628.8766065893        	2.5852041037		40101.7511043204
-628.8548166804        	2.5852041037		40110.5410891965
-628.8563323327        	2.5852041037		40104.4255986391
-628.8359809021        	2.5852041037		40104.0091122091
-628.8580193631        	2.5852041037		40098.4171132058
-628.8517347678        	2.5852041037		40107.1340128463
-628.7459207249        	2.5852041037		40148.2242086031
-628.6473252847        	2.5852041037		40188.0812287792
-628.6057086822        	2.5852041037		40201.6904331615
-628.6010158858        	2.5852041037		40195.4416425679
-628.6624071339        	2.5852041037		40168.3993395788
-628.7796618014        	2.5852041037		40122.3287077755
-628.8880142704        	2.5852041037		40078.6401774018
-628.9290992623        	2.5852041037		40062.4449481630
-628.8593167001        	2.5852041037		40087.1592278912
-628.7922891138        	2.5852041037		40110.2786898696
-628.8194944747        	2.5852041037		40101.2531004222
-628.8684267363        	2.5852041037		40091.1936144098
-628.8789934463        	2.5852041037		40100.0856885134
-628.8590388847        	2.5852041037		40109.8262876329
-628.8658228300        	2.5852041037		40102.8479127104
-628.8045352788        	2.5852041037		40117.3414172836
-628.7379707027        	2.5852041037		40141.8480744923
-628.7838074414        	2.5852041037		40142.3242320369
-628.8380278733        	2.5852041037		40140.4139308917
-628.8192553642        	2.5852041037		40153.4477005328
-628.7697637302        	2.5852041037		40163.4236460704
-628.7381074731        	2.5852041037		40164.7537427696
-628.6890254122        	2.5852041037		40178.8820177910
-628.5829010151        	2.5852041037		40212.2430758614
-628.3922715757        	2.5852041037		40262.1041844410
-628.3631307407        	2.5852041037		40271.5327294678
-628.4154694648        	2.5852041037		40255.5178964853
-628.4963139510        	2.5852041037		40230.8187218977
-628.5348888382        	2.5852041037		40218.8224310855
-628.5128302820        	2.5852041037		40222.5269155586
-628.4903694466        	2.5852041037		40217.8458757468
-628.5369074499        	2.5852041037		40188.8737963502
-628.5997290796        	2.5852041037		40159.6934129871
-628.6095527057        	2.5852041037		40157.6166252535
-628.5582332746        	2.5852041037		40180.3382683956
-628.5108085134        	2.5852041037		40204.8674561716
-628.4697069373        	2.5852041037		40226.0017135637
-628.4055846669        	2.5852041037		40255.2228080362
-628.3435868408        	2.5852041037		40286.8686576056
-628.3574102851        	2.5852041037		40292.1188260722
-628.4504571418        	2.5852041037		40261.5614427389
-628.5418078295        	2.5852041037		40215.8052741998
-628.5692698924        	2.5852041037		40181.5267836580
-628.5139986104        	2.5852041037		40171.8354305424
-628.4805224537        	2.5852041037		40162.5356608069
-628.5326625733        	2.5852041037		40132.0960715616
-628.6188634023        	2.5852041037		40100.6154481370
-628.6448249131        	2.5852041037		40098.3246067006
-628.6826223392        	2.5852041037		40099.0886536055
-628.7520228762        	2.5852041037		40088.3675081180
-628.8208087442        	2.5852041037		40070.1624613421
-628.9016116913        	2.5852041037		40049.8716815455
-628.9154076535        	2.5852041037		40049.7847790204
-628.9333465120        	2.5852041037		40055.5789993545
-628.8663443649        	2.5852041037		40088.4059242889
-628.7040903675        	2.5852041037		40143.1834647230
-628.5867456665        	2.5852041037		40169.8711627357
-628.5920148807        	2.5852041037		40149.9921155586
-628.5911061798        	2.5852041037		40140.1111553869
-628.5194895901        	2.5852041037		40162.0030578333
-628.4555736617        	2.5852041037		40179.0915624591
-628.4876680670        	2.5852041037		40158.3023832212
-628.5461178482        	2.5852041037		40132.9971006522
-628.5663244635        	2.5852041037		40129.5791522146
-628.5902272170        	2.5852041037		40136.1037222333
-628.5653447066        	2.5852041037		40162.1114781259
-628.4799788321        	2.5852041037		40200.5613026137
-628.4092235456        	2.5852041037		40224.2590984289
-628.3326705534        	2.5852041037		40243.6402161036
-628.2832432998        	2.5852041037		40259.4218471972
-628.2863944898        	2.5852041037		40257.7012064685
-628.3460002061        	2.5852041037		40222.1530452955
-628.4273069320        	2.5852041037		40166.9719554613
-628.4587292409        	2.5852041037		40132.1917786908
-628.4841252634        	2.5852041037		40120.3040606050
-628.4769149681        	2.5852041037		40138.6370221930
-628.4296489372        	2.5852041037		40181.6358285764
-628.3909658935        	2.5852041037		40216.5495878853
-628.3887962967        	2.5852041037		40221.7826676009
-628.4045454523        	2.5852041037		40211.2127203443
-628.4607866368        	2.5852041037		40187.3806399630
-628.5398625203        	2.5852041037		40154.8100395937
-628.5896009134        	2.5852041037		40128.2776504338
-628.6059349595        	2.5852041037		40107.4224718712
-628.6137528210        	2.5852041037		40095.7701101287
-628.6557153939        	2.5852041037		40091.2868029381
-628.6735313890        	2.5852041037		40105.7876233515
-628.6335607799        	2.5852041037		40137.1351296821
-628.5951766312        	2.5852041037		40157.7422333792
-628.5984241360        	2.5852041037		40151.1437856965
-628.5966754441        	2.5852041037		40137.1617553187
