Potential energy (Ha)	Kinetic Energy (Ha)	Pressure (GPa)
-641.1913398968        	2.5852041037		27978.0942016356
-641.2351650201        	2.5852041037		27955.3954395980
-641.2228310384        	2.5852041037		27949.6832021335
-641.2051668292        	2.5852041037		27950.8519895548
-641.2401278999        	2.5852041037		27946.4019104041
-641.2682307517        	2.5852041037		27948.9174830556
-641.2414396997        	2.5852041037		27960.5104864052
-641.3081922872        	2.5852041037		27942.2561981584
-641.4620952428        	2.5852041037		27903.8425389006
-641.5846023136        	2.5852041037		27881.1474166038
-641.6034737097        	2.5852041037		27895.1783251460
-641.5374790631        	2.5852041037		27941.3211014935
-641.4274885912        	2.5852041037		28002.1196274111
-641.2845204488        	2.5852041037		28061.9947450735
-641.1861648790        	2.5852041037		28096.5863893866
-641.0889183478        	2.5852041037		28121.3004106120
-641.0504200529        	2.5852041037		28120.5887686601
-641.1477249412        	2.5852041037		28068.1624501159
-641.2866695720        	2.5852041037		28002.3446210756
-641.3474362954        	2.5852041037		27972.1150009300
-641.3307180256        	2.5852041037		27980.3611851509
-641.3137016702        	2.5852041037		27993.0608192212
-641.3526702950        	2.5852041037		27986.1703196116
-641.3793224526        	2.5852041037		27979.3765737901
-641.3619913614        	2.5852041037		27983.8940879655
-641.3050628050        	2.5852041037		27998.9854865871
-641.2265453501        	2.5852041037		28020.9343084007
-641.1447224042        	2.5852041037		28046.1009563786
-641.1059143212        	2.5852041037		28063.5194670254
-641.1386654002        	2.5852041037		28065.0408562692
-641.1925654532        	2.5852041037		28055.7633831686
-641.2681055022        	2.5852041037		28035.2871920072
-641.2608513079        	2.5852041037		28038.7466868934
-641.1412822946        	2.5852041037		28069.1966022640
-641.1171185200        	2.5852041037		28062.0921720327
-641.2358294588        	2.5852041037		28008.0868069659
-641.3596481688        	2.5852041037		27953.8289557797
-641.4315905828        	2.5852041037		27922.3074579000
-641.4527400291        	2.5852041037		27918.2296916218
-641.4111968854        	2.5852041037		27946.5863326655
-641.2825295189        	2.5852041037		28003.2334885730
-641.1624027021        	2.5852041037		28048.8209230833
-641.1009508625        	2.5852041037		28063.8595640483
-641.0394730481        	2.5852041037		28064.6257745119
-641.0599459840        	2.5852041037		28046.6701378327
-641.1983167809        	2.5852041037		28018.6932452426
-641.3001612632        	2.5852041037		28009.8420820598
-641.3411511436        	2.5852041037		28015.7165518854
-641.3516790955        	2.5852041037		28023.1008261976
-641.3824858124        	2.5852041037		28013.1897944107
-641.4070886394        	2.5852041037		27989.2901943307
-641.3789543861        	2.5852041037		27964.9373587358
-641.3651873587        	2.5852041037		27932.4528208050
-641.3533773056        	2.5852041037		27910.4060805253
-641.3863561441        	2.5852041037		27892.7022623650
-641.4960050222        	2.5852041037		27865.8095828435
-641.5453945035        	2.5852041037		27854.0464880449
-641.5239670733        	2.5852041037		27862.3674179654
-641.5117462964        	2.5852041037		27867.7003509715
-641.5326242628        	2.5852041037		27856.1740900223
-641.5607727161        	2.5852041037		27838.2034265092
-641.6125574514        	2.5852041037		27819.4840971529
-641.7148562530        	2.5852041037		27798.6158334879
-641.8104788329        	2.5852041037		27784.6204545054
-641.8109066851        	2.5852041037		27790.7928870646
-641.7442337876        	2.5852041037		27810.8106146815
-641.6208188525        	2.5852041037		27845.8653860406
-641.4854613940        	2.5852041037		27890.5958191369
-641.4193199450        	2.5852041037		27927.6408220409
-641.3929938647        	2.5852041037		27950.4976916537
-641.4319946793        	2.5852041037		27938.9239238150
-641.5084798198        	2.5852041037		27908.6479914932
-641.5470495004        	2.5852041037		27889.8036953256
-641.5183519682        	2.5852041037		27891.2762701593
-641.5004944976        	2.5852041037		27893.5730557256
-641.5121491279        	2.5852041037		27893.3604965823
-641.5351053052        	2.5852041037		27897.4360173510
-641.5126679931        	2.5852041037		27916.2093839464
-641.4731323835        	2.5852041037		27942.1159154472
-641.4260252232        	2.5852041037		27970.5788203512
-641.3334853129        	2.5852041037		28009.7755244823
-641.3282548575        	2.5852041037		28019.9906744764
-641.3276716917        	2.5852041037		28016.2618962436
-641.2616608455        	2.5852041037		28017.0122609549
-641.2422652733        	2.5852041037		28004.3619172396
-641.2933494863        	2.5852041037		27980.1482443505
-641.2933457908        	2.5852041037		27970.6967544406
-641.2540542657        	2.5852041037		27975.5493602535
-641.2464431785        	2.5852041037		27977.1861560673
-641.2302202513        	2.5852041037		27974.9743630077
-641.2693377953        	2.5852041037		27961.7991501651
-641.3011211961        	2.5852041037		27960.1927210702
-641.2209245296        	2.5852041037		27984.5736727285
-641.1957485429        	2.5852041037		27994.2745799383
-641.2446017614        	2.5852041037		27977.1417609485
-641.3247555784        	2.5852041037		27945.7624655000
-641.3562395223        	2.5852041037		27928.4325226066
-641.3044254971        	2.5852041037		27934.9727174599
-641.2645280362        	2.5852041037		27943.5822375038
-641.2701282345        	2.5852041037		27946.0887862990
-641.2665415688        	2.5852041037		27953.6037498901
-641.2529189803        	2.5852041037		27960.9347773460
-641.2254613017        	2.5852041037		27963.5440134775
-641.2132384754        	2.5852041037		27954.5762479836
-641.3100189606        	2.5852041037		27920.5697785996
-641.4193765078        	2.5852041037		27891.2372490514
-641.4750143238        	2.5852041037		27883.1010391810
-641.5270916287        	2.5852041037		27876.2396316851
-641.6327316478        	2.5852041037		27853.6622556860
-641.6908795813        	2.5852041037		27844.4390325912
-641.6060254689        	2.5852041037		27875.0940712715
-641.4124124019        	2.5852041037		27936.8521898318
-641.1921858929        	2.5852041037		28007.7343982811
-641.0640284267        	2.5852041037		28051.0513432555
-641.0851428737        	2.5852041037		28049.8750201761
-641.1257011468        	2.5852041037		28042.2090661047
-641.1316018514        	2.5852041037		28042.6610847826
-641.1193654493        	2.5852041037		28039.5550425541
-641.1076523090        	2.5852041037		28031.2886430185
-641.0936905993        	2.5852041037		28026.2410902735
-641.0496769915        	2.5852041037		28029.7660194406
-641.0365115069        	2.5852041037		28024.2801238378
-641.0353881236        	2.5852041037		28016.9551439002
-641.0264878852        	2.5852041037		28019.8608481601
-641.0921243910        	2.5852041037		28015.0300628769
-641.1658585719        	2.5852041037		28009.9433326295
-641.1923439872        	2.5852041037		28011.1405779246
-641.1516863841        	2.5852041037		28024.1725965662
-641.0483854802        	2.5852041037		28052.6676629107
-640.9013454615        	2.5852041037		28086.0228925662
-640.8279446319        	2.5852041037		28090.9311063419
-640.9172795152        	2.5852041037		28055.0389516162
-641.0448775938        	2.5852041037		28019.2840698185
-641.1866996806        	2.5852041037		27984.2584930217
-641.3410974159        	2.5852041037		27945.2155786221
-641.3846603047        	2.5852041037		27936.3073754838
-641.2977299578        	2.5852041037		27967.7168999220
-641.1677892319        	2.5852041037		28018.7120391379
-641.0471327280        	2.5852041037		28068.6338371075
-641.0257104468        	2.5852041037		28085.3257168836
-641.1388964674        	2.5852041037		28054.4069022203
-641.2458210769        	2.5852041037		28015.5082527327
-641.2831968062        	2.5852041037		27987.6014332832
-641.3026357268        	2.5852041037		27964.1107034482
-641.3270400398        	2.5852041037		27950.9957228169
-641.3266818982        	2.5852041037		27959.7014580587
-641.2395166619        	2.5852041037		27998.6709651827
-641.1059775168        	2.5852041037		28045.3634801906
-641.1013052503        	2.5852041037		28053.1564659066
-641.1985584572        	2.5852041037		28028.6797666748
-641.3058317471        	2.5852041037		27997.5962887663
-641.3667764496        	2.5852041037		27980.1629629466
-641.3710484338        	2.5852041037		27977.2529147842
-641.3794403956        	2.5852041037		27975.3329019214
-641.3611368258        	2.5852041037		27987.1827657285
-641.2222079245        	2.5852041037		28033.0569390035
-641.0627984951        	2.5852041037		28087.9500752911
-640.9444501283        	2.5852041037		28127.3775678794
-641.0177514269        	2.5852041037		28106.8354708257
-641.1680415112        	2.5852041037		28053.9280581530
-641.2893726407        	2.5852041037		28006.0555731488
-641.3946872340        	2.5852041037		27971.0010040408
-641.5233363010        	2.5852041037		27934.0425514799
-641.6180728454        	2.5852041037		27900.0348633970
-641.6056873900        	2.5852041037		27892.0447101292
-641.4954120877        	2.5852041037		27917.5275702393
-641.3636598202        	2.5852041037		27963.0589570270
-641.2675802814        	2.5852041037		28011.2273390957
-641.2364908748        	2.5852041037		28046.3813818565
-641.2931608564        	2.5852041037		28052.3649456976
-641.3818192073        	2.5852041037		28034.0398858140
-641.4109986173        	2.5852041037		28015.7834379703
-641.3822576872        	2.5852041037		28009.7298445878
-641.3772786256        	2.5852041037		28008.5446458410
-641.3656613391        	2.5852041037		28021.1991569186
-641.3190609768        	2.5852041037		28044.9537570101
-641.2992285377        	2.5852041037		28049.7697915702
-641.3908753965        	2.5852041037		28014.9283907223
-641.5122568530        	2.5852041037		27974.4007395901
-641.5568626266        	2.5852041037		27964.4867494796
-641.5778058051        	2.5852041037		27968.8809155723
-641.5997918899        	2.5852041037		27965.7952266066
-641.6239360565        	2.5852041037		27952.6052622428
-641.7197738040        	2.5852041037		27925.3768499105
-641.7727528003        	2.5852041037		27904.6746913436
-641.7844988155        	2.5852041037		27885.2854879501
-641.7985315371        	2.5852041037		27862.4377475578
-641.8311476693        	2.5852041037		27840.2256191571
-641.8499444566        	2.5852041037		27826.5297495868
-641.8405707936        	2.5852041037		27827.5238316446
-641.8071469505        	2.5852041037		27840.0469246697
-641.7906349221        	2.5852041037		27850.5541826454
-641.7942187686        	2.5852041037		27856.4381089921
-641.7482128084        	2.5852041037		27876.9172965688
-641.6325716795        	2.5852041037		27915.7438058120
-641.5411029764        	2.5852041037		27943.7981613174
-641.4915254506        	2.5852041037		27956.9491602383
-641.4348591893        	2.5852041037		27975.4967089127
-641.3923074850        	2.5852041037		27994.3607262294
-641.4055653507        	2.5852041037		27991.4764582995
-641.4225483273        	2.5852041037		27974.4833552788
-641.3984662712        	2.5852041037		27963.5143734448
-641.3642651369        	2.5852041037		27965.2695912386
-641.2488592565        	2.5852041037		27997.8454103889
-641.1400039776        	2.5852041037		28029.7914517632
-641.1854515302        	2.5852041037		28014.8045139778
-641.3430341076        	2.5852041037		27959.5459592927
-641.5236665840        	2.5852041037		27891.5940165806
-641.6294099577        	2.5852041037		27847.9212270626
-641.5840912300        	2.5852041037		27857.4921977395
-641.4198624687        	2.5852041037		27911.6216667325
-641.2742034938        	2.5852041037		27958.8409216593
-641.2076421658        	2.5852041037		27975.2663808204
-641.1956034977        	2.5852041037		27972.7309012502
-641.2784833322        	2.5852041037		27951.5004747939
-641.3475032077        	2.5852041037		27943.8234397702
-641.3190562197        	2.5852041037		27967.2468811722
-641.2357013530        	2.5852041037		27994.9963055562
-641.2639556528        	2.5852041037		27976.7591153746
-641.3911077125        	2.5852041037		27923.1376143181
-641.4848878762        	2.5852041037		27881.3718649476
-641.5043661475        	2.5852041037		27861.8803544272
-641.4968014734        	2.5852041037		27851.6538685289
-641.4846533468        	2.5852041037		27843.6491742345
-641.5361110487        	2.5852041037		27820.8957491967
-641.6503779644        	2.5852041037		27784.1012583681
-641.7422180635        	2.5852041037		27757.6808670409
-641.7428232768        	2.5852041037		27759.7334436826
-641.7172631974        	2.5852041037		27776.7323120574
-641.6683383185        	2.5852041037		27806.9904138105
-641.5679725811        	2.5852041037		27853.8894208445
-641.5111237525        	2.5852041037		27876.8935595461
-641.5801657991        	2.5852041037		27851.8829169612
-641.6642063777        	2.5852041037		27818.0419724378
-641.6812618101        	2.5852041037		27806.4785006909
-641.6388300796        	2.5852041037		27820.3327840012
-641.5522201812        	2.5852041037		27854.8074554935
-641.4846940842        	2.5852041037		27887.0917958823
-641.4506919348        	2.5852041037		27908.5344498870
-641.4379092908        	2.5852041037		27921.2902779671
-641.5175769630        	2.5852041037		27900.2039398153
-641.7118060873        	2.5852041037		27840.2527230129
