Potential energy (Ha)	Kinetic Energy (Ha)	Pressure (GPa)
-685.1042328188        	2.5852041037		1786.9720952789
-685.1314631527        	2.5852041037		1782.2429511175
-685.1599193462        	2.5852041037		1777.8587842197
-685.1984451532        	2.5852041037		1772.6274178444
-685.2512953668        	2.5852041037		1766.7214563435
-685.3050133574        	2.5852041037		1761.0864726548
-685.3413049329        	2.5852041037		1758.3592515456
-685.3541770326        	2.5852041037		1758.2642660372
-685.3477937961        	2.5852041037		1760.1097800564
-685.3327604858        	2.5852041037		1762.7987937193
-685.3228019211        	2.5852041037		1765.1569623459
-685.3212869714        	2.5852041037		1766.4701740760
-685.3161647274        	2.5852041037		1768.1684901217
-685.2984664682        	2.5852041037		1770.7442309948
-685.2675889886        	2.5852041037		1774.2388789175
-685.2316971585        	2.5852041037		1778.1902166836
-685.2045326688        	2.5852041037		1781.0415553482
-685.1923912091        	2.5852041037		1781.9540201264
-685.1882498125        	2.5852041037		1782.0005669856
-685.1831332567        	2.5852041037		1781.2563777934
-685.1691381021        	2.5852041037		1781.3751275520
-685.1444300392        	2.5852041037		1783.1666326461
-685.1191163982        	2.5852041037		1785.0290702467
-685.0983346870        	2.5852041037		1788.6539489656
-685.0748801393        	2.5852041037		1791.9541164807
-685.0626488366        	2.5852041037		1793.8296481689
-685.0625408243        	2.5852041037		1794.2510731313
-685.0465942265        	2.5852041037		1795.5337903301
-684.9970782653        	2.5852041037		1799.5398029130
-684.9367261643        	2.5852041037		1804.8490717585
-684.9144541508        	2.5852041037		1806.4159344628
-684.9508578169        	2.5852041037		1802.2811103994
-685.0078569964        	2.5852041037		1794.8220767775
-685.0439807401        	2.5852041037		1789.5938602762
-685.0515990614        	2.5852041037		1787.3447994633
-685.0375021430        	2.5852041037		1789.3504644715
-685.0034191395        	2.5852041037		1794.1884657378
-684.9483938494        	2.5852041037		1801.6122922779
-684.8852953171        	2.5852041037		1808.9783186286
-684.8616549355        	2.5852041037		1812.6054581797
-684.8928252074        	2.5852041037		1811.0940862925
-684.9359190930        	2.5852041037		1807.6399359551
-684.9624545222        	2.5852041037		1806.1639618166
-684.9717213861        	2.5852041037		1806.3795612739
-684.9740553326        	2.5852041037		1807.3786709897
-684.9748935803        	2.5852041037		1808.5112203284
-684.9722529048        	2.5852041037		1810.8987933293
-684.9636673530        	2.5852041037		1813.8165701410
-684.9525669756        	2.5852041037		1816.2036423292
-684.9493138761        	2.5852041037		1817.4272840096
-684.9585807560        	2.5852041037		1816.8599250311
-684.9791545742        	2.5852041037		1814.5646749389
-685.0086885943        	2.5852041037		1811.3498815080
-685.0309691627        	2.5852041037		1809.1310773749
-685.0326759200        	2.5852041037		1808.5434309457
-685.0194512579        	2.5852041037		1807.8973865523
-685.0077010342        	2.5852041037		1807.2009659137
-685.0078416276        	2.5852041037		1804.7199920871
-685.0194292598        	2.5852041037		1800.8393519817
-685.0383211848        	2.5852041037		1795.9481916045
-685.0608338723        	2.5852041037		1790.7539548054
-685.0850444629        	2.5852041037		1786.4464737195
-685.1090831051        	2.5852041037		1783.1454803872
-685.1333400349        	2.5852041037		1781.2477216747
-685.1588469875        	2.5852041037		1780.1817039466
-685.1743898244        	2.5852041037		1779.3556464994
-685.1750612744        	2.5852041037		1779.8203266231
-685.1675393974        	2.5852041037		1781.6881917260
-685.1613504847        	2.5852041037		1782.3369125430
-685.1643667100        	2.5852041037		1779.9606157295
-685.1807437965        	2.5852041037		1775.8106490086
-685.2046775710        	2.5852041037		1771.4754536295
-685.2235014791        	2.5852041037		1768.8614458281
-685.2241175562        	2.5852041037		1769.3791816259
-685.1970765264        	2.5852041037		1774.2426431156
-685.1516589047        	2.5852041037		1781.3455742961
-685.1184055993        	2.5852041037		1787.7497880289
-685.1183071329        	2.5852041037		1790.8031488861
-685.1422906319        	2.5852041037		1790.4842944884
-685.1657464098        	2.5852041037		1788.3836007062
-685.1789397976        	2.5852041037		1786.3736893111
-685.1878574431        	2.5852041037		1784.7849650225
-685.1994857794        	2.5852041037		1783.0120268289
-685.2120020742        	2.5852041037		1781.0489298950
-685.2181711299        	2.5852041037		1779.3907950492
-685.2143565939        	2.5852041037		1778.6853496378
-685.2034753469        	2.5852041037		1778.6496606216
-685.1917540835        	2.5852041037		1778.7778252231
-685.1889574078        	2.5852041037		1777.9500665583
-685.2034277727        	2.5852041037		1775.5089673808
-685.2248432479        	2.5852041037		1771.4231910308
-685.2444799214        	2.5852041037		1768.2793415379
-685.2609277936        	2.5852041037		1765.8070648899
-685.2665767787        	2.5852041037		1764.7654169637
-685.2650691593        	2.5852041037		1764.3968168681
-685.2615877030        	2.5852041037		1765.1015877494
-685.2528561696        	2.5852041037		1767.4230020619
-685.2342529695        	2.5852041037		1770.5393073070
-685.2055543718        	2.5852041037		1775.1985218645
-685.1701132099        	2.5852041037		1780.8730870260
-685.1457178266        	2.5852041037		1786.3206359374
-685.1441606159        	2.5852041037		1789.6174540666
-685.1319089092        	2.5852041037		1793.5820373724
-685.0918980281        	2.5852041037		1799.2725903628
-685.0549863819        	2.5852041037		1803.5130229294
-685.0499428103        	2.5852041037		1804.6346559027
-685.0648842988        	2.5852041037		1803.0883814544
-685.0662262849        	2.5852041037		1803.3740054126
-685.0295690793        	2.5852041037		1808.7131342194
-684.9556282958        	2.5852041037		1818.7602163133
-684.8938236974        	2.5852041037		1826.7985644990
-684.8920328897        	2.5852041037		1828.3960797392
-684.9131146607        	2.5852041037		1825.7305215472
-684.9331639679        	2.5852041037		1822.9553734245
-684.9613546693        	2.5852041037		1819.5435562971
-684.9930976973        	2.5852041037		1816.6668704904
-685.0201655879        	2.5852041037		1813.2964709932
-685.0534041852        	2.5852041037		1808.9360516914
-685.1048369629        	2.5852041037		1801.6979852153
-685.1577888453        	2.5852041037		1794.2750954348
-685.1880898720        	2.5852041037		1790.0532957826
-685.1913706784        	2.5852041037		1788.9241257828
-685.1936491215        	2.5852041037		1790.1433828558
-685.1905770538        	2.5852041037		1792.3809943626
-685.1683042139        	2.5852041037		1795.7531979991
-685.1458729752        	2.5852041037		1798.8066180468
-685.1361208116        	2.5852041037		1799.3596816040
-685.1372979712        	2.5852041037		1797.6749363759
-685.1441121209        	2.5852041037		1795.5778420895
-685.1531269254        	2.5852041037		1792.8874021226
-685.1709055794        	2.5852041037		1788.9717147400
-685.1845107561        	2.5852041037		1786.4147400568
-685.1862857959        	2.5852041037		1784.3270125819
-685.1879136387        	2.5852041037		1782.2045174838
-685.2059821714        	2.5852041037		1779.1487789527
-685.2264758189        	2.5852041037		1776.5596473095
-685.2300078860        	2.5852041037		1775.2151951061
-685.2219815434        	2.5852041037		1774.5893220303
-685.2138035683        	2.5852041037		1774.9226974506
-685.2051947272        	2.5852041037		1775.8626012990
-685.1884330060        	2.5852041037		1777.1726591609
-685.1652359889        	2.5852041037		1779.2285046207
-685.1432665792        	2.5852041037		1781.2613892203
-685.1221882566        	2.5852041037		1784.4115591653
-685.0957924993        	2.5852041037		1788.8910520203
-685.0604719206        	2.5852041037		1794.3947790733
-685.0159032705        	2.5852041037		1801.7040709920
-684.9657129430        	2.5852041037		1809.9233811444
-684.9171017528        	2.5852041037		1818.5359078522
-684.8813319873        	2.5852041037		1826.3898411305
-684.8775720009        	2.5852041037		1829.4911335722
-684.9231762081        	2.5852041037		1826.8172597586
-684.9814178340        	2.5852041037		1821.7298184328
-685.0126928187        	2.5852041037		1818.3392150389
-685.0109149007        	2.5852041037		1817.3434367972
-684.9963421352        	2.5852041037		1817.5626471763
-684.9956485085        	2.5852041037		1817.5162169611
-684.9926430312        	2.5852041037		1817.7578893144
-684.9781236959        	2.5852041037		1818.1900122026
-684.9624694048        	2.5852041037		1819.3495763588
-684.9530114249        	2.5852041037		1820.1580338683
-684.9497149334        	2.5852041037		1820.2627606329
-684.9497786994        	2.5852041037		1820.5168614314
-684.9513691566        	2.5852041037		1821.6240602581
-684.9510828972        	2.5852041037		1823.5375714498
-684.9467864221        	2.5852041037		1826.1343927424
-684.9435694055        	2.5852041037		1827.8526652112
-684.9482843284        	2.5852041037		1827.1403109124
-684.9617418165        	2.5852041037		1823.1309449359
-684.9991356062        	2.5852041037		1816.4857842469
-685.0540004726        	2.5852041037		1809.2958335114
-685.0854878697        	2.5852041037		1803.9579559059
-685.0858302966        	2.5852041037		1801.9280234091
-685.0682581122        	2.5852041037		1802.7508668608
-685.0519710550        	2.5852041037		1804.3512348875
-685.0423728071        	2.5852041037		1806.1472661765
-685.0340146128        	2.5852041037		1808.2520697898
-685.0272666781        	2.5852041037		1809.7717618832
-685.0262794565        	2.5852041037		1810.5787827662
-685.0205274488        	2.5852041037		1811.7886986634
-685.0097175099        	2.5852041037		1812.3726244436
-685.0130435602        	2.5852041037		1812.1477599036
-685.0369102086        	2.5852041037		1809.7150475727
-685.0594228464        	2.5852041037		1806.1596323053
-685.0631383085        	2.5852041037		1803.2619309790
-685.0679530167        	2.5852041037		1799.2248926856
-685.1116827903        	2.5852041037		1792.0247463125
-685.1625041720        	2.5852041037		1785.5256755869
-685.1803646851        	2.5852041037		1782.2444005020
-685.1681818847        	2.5852041037		1781.7760623391
-685.1433733269        	2.5852041037		1783.6386362800
-685.1265601348        	2.5852041037		1787.1661381268
-685.1267570507        	2.5852041037		1790.7284383799
-685.1239663231        	2.5852041037		1794.4720251372
-685.1189534991        	2.5852041037		1797.0847352642
-685.1224559132        	2.5852041037		1798.3311376678
-685.1269871580        	2.5852041037		1798.7555672743
-685.1283502657        	2.5852041037		1798.6169613632
-685.1305709628        	2.5852041037		1798.3478300369
-685.1395994241        	2.5852041037		1796.3283462594
-685.1553050298        	2.5852041037		1793.6074497836
-685.1717627288        	2.5852041037		1791.0694078202
-685.1875993731        	2.5852041037		1788.5407043818
-685.1997536089        	2.5852041037		1786.7693798159
-685.1979137740        	2.5852041037		1786.3677026459
-685.1794819906        	2.5852041037		1787.4009291541
-685.1495652466        	2.5852041037		1789.8616569923
-685.1150965682        	2.5852041037		1792.6503749545
-685.0814286508        	2.5852041037		1794.9547416000
-685.0536943067        	2.5852041037		1796.6919832425
-685.0452806788        	2.5852041037		1796.3797862657
-685.0604726167        	2.5852041037		1794.6839356427
-685.0737878493        	2.5852041037		1794.0621756947
-685.0696364011        	2.5852041037		1795.1878659739
-685.0542928650        	2.5852041037		1796.8871150159
-685.0396886435        	2.5852041037		1797.9302978450
-685.0264528579        	2.5852041037		1798.5516591841
-685.0144078835        	2.5852041037		1798.1602720476
-685.0138654060        	2.5852041037		1796.5174191012
-685.0431735457        	2.5852041037		1792.5545494679
-685.0816975731        	2.5852041037		1787.9957308123
-685.0921262000        	2.5852041037		1786.2925074559
-685.0721373615        	2.5852041037		1787.0091284464
-685.0453138047        	2.5852041037		1789.4318046523
-685.0347667329        	2.5852041037		1791.9050996841
-685.0401922277        	2.5852041037		1792.7484469206
-685.0478658475        	2.5852041037		1793.2680765836
-685.0553077568        	2.5852041037		1793.7776914531
-685.0622908354        	2.5852041037		1794.9557016705
-685.0642644489        	2.5852041037		1796.3984921740
-685.0587684171        	2.5852041037		1798.6837682098
-685.0618855488        	2.5852041037		1799.8077986033
-685.0754981464        	2.5852041037		1799.5290020712
-685.0724301864        	2.5852041037		1799.6043129954
-685.0699122613        	2.5852041037		1799.8465423857
-685.0861802958        	2.5852041037		1799.2115558706
-685.0961572077        	2.5852041037		1797.7741472164
-685.0893127959        	2.5852041037		1797.6822428176
-685.0814398868        	2.5852041037		1798.7397759121
-685.0791477851        	2.5852041037		1799.5379619001
-685.0733202831        	2.5852041037		1801.7751579007
-685.0587284814        	2.5852041037		1804.3728347093
-685.0367013091        	2.5852041037		1806.5739482155
-685.0094654324        	2.5852041037		1808.8345661498
-684.9832112065        	2.5852041037		1810.6667320228
-684.9684833139        	2.5852041037		1811.0934632554
-684.9660809499        	2.5852041037		1810.2286499334
-684.9647060137        	2.5852041037		1809.3855915004
-684.9670718658        	2.5852041037		1809.0653690492
-684.9719006181        	2.5852041037		1809.7501869380
-684.9672670127        	2.5852041037		1811.4658872582
-684.9599939517        	2.5852041037		1812.8562086447
-684.9707245190        	2.5852041037		1811.7860004696
-685.0065922365        	2.5852041037		1807.7851027340
-685.0464547267        	2.5852041037		1802.9424278192
-685.0666412435        	2.5852041037		1799.9391486234
-685.0609855842        	2.5852041037		1798.4001094691
-685.0431350937        	2.5852041037		1799.0476416808
-685.0288042415        	2.5852041037		1799.5601119298
-685.0172834180        	2.5852041037		1799.5472167359
-685.0046182676        	2.5852041037		1799.9735407232
-684.9971265613        	2.5852041037		1800.4967501379
-685.0047348637        	2.5852041037		1799.9398136560
-685.0233874754        	2.5852041037		1798.4334166406
-685.0417283190        	2.5852041037		1796.1039357219
-685.0542013278        	2.5852041037		1794.1131472534
-685.0584753601        	2.5852041037		1792.4293516019
-685.0569207549        	2.5852041037		1790.5023022903
-685.0547279610        	2.5852041037		1788.2153405338
-685.0653979601        	2.5852041037		1784.7923923215
-685.0927180070        	2.5852041037		1780.1351056173
-685.1219526536        	2.5852041037		1776.3288494003
-685.1365659956        	2.5852041037		1774.8954231735
-685.1292458289        	2.5852041037		1777.5119503593
-685.1018857010        	2.5852041037		1783.3031601439
-685.0549266689        	2.5852041037		1792.1708297174
-684.9834006714        	2.5852041037		1804.9878306752
-684.8924053306        	2.5852041037		1820.2129545941
-684.8067235603        	2.5852041037		1832.9877291315
-684.7586207255        	2.5852041037		1840.0387214292
-684.7708252327        	2.5852041037		1838.2248111308
-684.8288438328        	2.5852041037		1830.6126697013
-684.8942738301        	2.5852041037		1821.6026062363
-684.9423823395        	2.5852041037		1814.7522811681
-684.9691677449        	2.5852041037		1810.7072322434
-684.9889128803        	2.5852041037		1808.9022847414
-685.0062419807        	2.5852041037		1808.7574538758
-685.0039611265        	2.5852041037		1810.9704121502
-684.9800081391        	2.5852041037		1815.8537183332
-684.9552132623        	2.5852041037		1820.9227073015
-684.9507480651        	2.5852041037		1823.5154521004
-684.9677192192        	2.5852041037		1823.4788838962
-684.9912126657        	2.5852041037		1822.3760198061
-685.0067346136        	2.5852041037		1822.8197986706
-685.0062540023        	2.5852041037		1825.4655436737
-684.9924340944        	2.5852041037		1828.0547425922
-684.9782587763        	2.5852041037		1830.5292564123
-684.9727312998        	2.5852041037		1830.3710935107
-684.9812130522        	2.5852041037		1826.7351336860
-685.0090151462        	2.5852041037		1821.0762562407
-685.0544412755        	2.5852041037		1812.7245672858
-685.1036724186        	2.5852041037		1805.0758494375
-685.1414120925        	2.5852041037		1800.3199929808
-685.1627029202        	2.5852041037		1797.7754201408
-685.1696613496        	2.5852041037		1797.0517676030
-685.1669104422        	2.5852041037		1798.9165652877
-685.1587660488        	2.5852041037		1801.4127571166
-685.1525855223        	2.5852041037		1803.7394999551
-685.1713939472        	2.5852041037		1802.0357058228
-685.2153169188        	2.5852041037		1797.2130477743
-685.2431981644        	2.5852041037		1793.6549773185
-685.2344624463        	2.5852041037		1792.8796831283
-685.2010635366        	2.5852041037		1794.9938559892
-685.1582666804        	2.5852041037		1797.8085073398
-685.1160237100        	2.5852041037		1801.1839194430
-685.0918550277        	2.5852041037		1802.8480022708
-685.0928154949        	2.5852041037		1802.4122234221
-685.1105347233        	2.5852041037		1800.5131685584
-685.1307122418        	2.5852041037		1797.9893751131
-685.1528405782        	2.5852041037		1794.6178910963
-685.1818856142        	2.5852041037		1790.5253426633
-685.2081896184        	2.5852041037		1786.6815007592
-685.2276490253        	2.5852041037		1782.8018893889
-685.2412564576        	2.5852041037		1779.4427959733
-685.2467996978        	2.5852041037		1776.9803993704
-685.2515609214        	2.5852041037		1773.8038967163
-685.2718219515        	2.5852041037		1769.9727704269
-685.2937874311        	2.5852041037		1765.8685340119
-685.3048811033        	2.5852041037		1763.6346654159
-685.3127061070        	2.5852041037		1762.7320826879
-685.3230260388        	2.5852041037		1762.9592865198
-685.3347431641        	2.5852041037		1763.6673118853
-685.3449184627        	2.5852041037		1765.7009307902
-685.3503419826        	2.5852041037		1768.5410601870
-685.3427050570        	2.5852041037		1773.0300431243
-685.3084980535        	2.5852041037		1780.9791803690
-685.2557903575        	2.5852041037		1789.6804399991
-685.2162336592        	2.5852041037		1796.0144495978
-685.1959652317        	2.5852041037		1798.9894547411
-685.2137710700        	2.5852041037		1797.5354218700
-685.2590646686        	2.5852041037		1792.2511399049
-685.3087774624        	2.5852041037		1785.1206719197
-685.3498951532        	2.5852041037		1777.8404384105
-685.3788124695        	2.5852041037		1771.1745966266
-685.3929060454        	2.5852041037		1766.5879081790
-685.3920108509        	2.5852041037		1764.0829927982
-685.3846583968        	2.5852041037		1762.7215522055
-685.3773535639        	2.5852041037		1762.1470795451
-685.3668392717        	2.5852041037		1762.6039857086
-685.3473957728        	2.5852041037		1764.0026380997
-685.3229452889        	2.5852041037		1765.9167722472
-685.3049316456        	2.5852041037		1769.1056866680
-685.2811567388        	2.5852041037		1774.4699218743
-685.2279087244        	2.5852041037		1782.3962946505
-685.1575890806        	2.5852041037		1790.0898404947
-685.1252676980        	2.5852041037		1793.4440043106
-685.1496165845        	2.5852041037		1791.2445990407
-685.1810318481        	2.5852041037		1786.3353396003
-685.1971408414        	2.5852041037		1782.4202656414
-685.1970836627        	2.5852041037		1780.3640984778
-685.1833326884        	2.5852041037		1780.1387626346
-685.1635933594        	2.5852041037		1781.1936469154
-685.1407703521        	2.5852041037		1782.2435308279
-685.1158887482        	2.5852041037		1784.4069444854
-685.0997274612        	2.5852041037		1785.9032422679
-685.1005271542        	2.5852041037		1785.5625924140
-685.1167829391        	2.5852041037		1782.5371846710
-685.1408578219        	2.5852041037		1779.4888606043
-685.1576486722        	2.5852041037		1777.9239410702
-685.1575543886        	2.5852041037		1778.8216131142
-685.1515642927        	2.5852041037		1781.2721267016
-685.1448156883        	2.5852041037		1784.7552733586
-685.1247223454        	2.5852041037		1789.3460512337
-685.0972349422        	2.5852041037		1793.9432276372
-685.0845351572        	2.5852041037		1798.2789782553
-685.0960164751        	2.5852041037		1799.2337317642
-685.1238689216        	2.5852041037		1796.5912117270
-685.1571789419        	2.5852041037		1793.1558009133
-685.1985352672        	2.5852041037		1788.8952755814
-685.2497557382        	2.5852041037		1782.7903217647
-685.2967476174        	2.5852041037		1777.4024699072
-685.3250367623        	2.5852041037		1774.2995004397
-685.3330786022        	2.5852041037		1773.1308967709
-685.3352311278        	2.5852041037		1772.8794227132
-685.3432023856        	2.5852041037		1771.6440728271
-685.3474931623        	2.5852041037		1770.4004141813
-685.3355782203        	2.5852041037		1770.0757676712
-685.3152694523        	2.5852041037		1771.4169812568
-685.3057476349        	2.5852041037		1771.9528802109
-685.3124814985        	2.5852041037		1772.1232362678
-685.3211525591        	2.5852041037		1772.2577170706
-685.3191277430        	2.5852041037		1774.0178287872
-685.3060574129        	2.5852041037		1776.8297736924
-685.2848087765        	2.5852041037		1781.5838443962
-685.2589016793        	2.5852041037		1786.4076754284
-685.2412118080        	2.5852041037		1790.2522675101
-685.2312556741        	2.5852041037		1792.8562622497
-685.2249658961        	2.5852041037		1793.9724144858
-685.2186860924        	2.5852041037		1793.8358390318
-685.2125166447        	2.5852041037		1792.4206112207
-685.2169270523        	2.5852041037		1789.8315314124
-685.2448966442        	2.5852041037		1785.3040488705
-685.2868142774        	2.5852041037		1779.9919590570
-685.3235674865        	2.5852041037		1775.3505435887
-685.3516477219        	2.5852041037		1771.6202484495
-685.3719331910        	2.5852041037		1769.4479223034
-685.3773800670        	2.5852041037		1769.3629994536
-685.3659399896        	2.5852041037		1770.4983454986
-685.3520576547        	2.5852041037		1772.0019756317
-685.3463253450        	2.5852041037		1772.3655099125
-685.3310294726        	2.5852041037		1773.7041750244
-685.3011270785        	2.5852041037		1777.3137760529
-685.2995211805        	2.5852041037		1779.7590592052
-685.3184679546        	2.5852041037		1780.1592526266
-685.3335538840        	2.5852041037		1780.4533298199
-685.3393165781        	2.5852041037		1781.1417628868
-685.3293745325        	2.5852041037		1782.9075320543
-685.3044731654        	2.5852041037		1786.1418409057
-685.2770711857        	2.5852041037		1789.9945634956
-685.2569802126        	2.5852041037		1791.9529754775
-685.2468932195        	2.5852041037		1792.3748216244
-685.2480312656        	2.5852041037		1790.3652640183
-685.2564280221        	2.5852041037		1786.9942130299
-685.2611720355        	2.5852041037		1783.2065790661
-685.2543089540        	2.5852041037		1780.4690038499
-685.2337016820        	2.5852041037		1779.4705488629
-685.2076762849        	2.5852041037		1780.3500267651
-685.1920894403        	2.5852041037		1782.4086024869
-685.1899949492        	2.5852041037		1784.2042837831
-685.1931541656        	2.5852041037		1786.4469928337
-685.1915141776        	2.5852041037		1788.9638037591
-685.1850377198        	2.5852041037		1791.5330447485
-685.1833036478        	2.5852041037		1793.3320183856
-685.1926759705        	2.5852041037		1793.7740806824
-685.2052532763        	2.5852041037		1794.0399261350
-685.2074649896        	2.5852041037		1794.4179544444
-685.1971405488        	2.5852041037		1795.9022611360
-685.1837790614        	2.5852041037		1797.6139906037
-685.1672930545        	2.5852041037		1799.6028083707
-685.1353474116        	2.5852041037		1802.7539566192
-685.0957982401        	2.5852041037		1806.8327487846
-685.0670213679        	2.5852041037		1809.6655243087
-685.0470252720        	2.5852041037		1812.2208412305
-685.0522516095        	2.5852041037		1811.9564594343
-685.0861274675        	2.5852041037		1807.8710831767
-685.1392019170        	2.5852041037		1799.8640888393
-685.1923269597        	2.5852041037		1791.4229049337
-685.2297990830        	2.5852041037		1784.0959165538
-685.2531429748        	2.5852041037		1778.7260834996
-685.2766334419        	2.5852041037		1774.5260930593
-685.3009128450        	2.5852041037		1770.9026388888
-685.3150932070        	2.5852041037		1768.5792905727
-685.3122895269        	2.5852041037		1768.6462854419
-685.2951913056        	2.5852041037		1770.7133122481
-685.2720157746        	2.5852041037		1774.3440501766
-685.2564933028        	2.5852041037		1777.8428401969
