Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-666.8350074023        6.4630102594		10659.6042432928
-666.9273518021        6.4630102594		10639.6203720635
-667.0335454076        6.4630102594		10620.5644266127
-667.1234269837        6.4630102594		10606.7015804127
-667.1061489997        6.4630102594		10616.5650778719
-666.9974500415        6.4630102594		10647.2092476200
-666.8869734025        6.4630102594		10678.7052040614
-666.8165974161        6.4630102594		10699.4685619552
-666.7320642888        6.4630102594		10721.7922083075
-666.6697832360        6.4630102594		10736.2969944940
-666.6880744221        6.4630102594		10737.3177721134
-666.5925789312        6.4630102594		10756.3113178372
-666.5726821920        6.4630102594		10762.0332079105
-666.6364111701        6.4630102594		10743.9468164781
-666.8009955783        6.4630102594		10706.1953642131
-666.8569743273        6.4630102594		10684.3625611541
-666.7476535261        6.4630102594		10681.3406441594
-666.8652588807        6.4630102594		10650.2744419941
-666.9443198356        6.4630102594		10629.6047484343
-666.9684219065        6.4630102594		10629.3819567644
-666.9378123969        6.4630102594		10647.1339451757
-666.8247900042        6.4630102594		10681.3724151772
-666.6247253937        6.4630102594		10726.0054182489
-666.5503005151        6.4630102594		10752.9090510938
-666.4129617575        6.4630102594		10772.8452723977
-666.3881433306        6.4630102594		10765.6903568401
-666.5693250114        6.4630102594		10722.1365774331
-666.8442382384        6.4630102594		10662.1874653334
-666.9215566512        6.4630102594		10634.0046555793
-666.9301069566        6.4630102594		10630.1686452340
-666.8379854841        6.4630102594		10648.3979709923
-666.7340733680        6.4630102594		10667.8886871553
-666.6729392413        6.4630102594		10680.3298072428
-666.5584736518        6.4630102594		10701.7052280779
-666.4903435773        6.4630102594		10720.4229174979
-666.5280318671        6.4630102594		10730.6574422395
-666.5403085101        6.4630102594		10744.1687482596
-666.5339638641        6.4630102594		10756.6455533220
-666.4907541705        6.4630102594		10766.9295269501
-666.4033318413        6.4630102594		10771.5669699293
-666.4579618906        6.4630102594		10750.5820289725
-666.5848230495        6.4630102594		10720.9187439556
-666.5977318031        6.4630102594		10711.1386142743
-666.5321057635        6.4630102594		10713.1560723069
-666.5658022110        6.4630102594		10697.5123528483
-666.6738786382        6.4630102594		10682.1412262819
-666.5753594059        6.4630102594		10705.2977069692
-666.3988183624        6.4630102594		10739.5801830110
-666.2779310069        6.4630102594		10759.4997268790
-666.2113935662        6.4630102594		10767.1162506654
-666.3203851053        6.4630102594		10749.2512218277
-666.3977302171        6.4630102594		10726.8573594213
-666.4257899377        6.4630102594		10708.9785564014
-666.4984158912        6.4630102594		10694.9603410857
-666.6113734481        6.4630102594		10681.6573933565
-666.6845289134        6.4630102594		10669.4962668659
-666.6884431627        6.4630102594		10656.4707889149
-666.7426718642        6.4630102594		10631.2722096026
-666.8612763867        6.4630102594		10608.7227771835
-666.8527158816        6.4630102594		10616.6238007503
-666.8889414232        6.4630102594		10616.2295936565
-666.9888752596        6.4630102594		10612.5418422380
-666.9139563961        6.4630102594		10637.9411014967
-666.8397034995        6.4630102594		10652.6126867313
-666.8995287563        6.4630102594		10642.9040184469
-666.9028820475        6.4630102594		10646.4874371086
-666.8579310846        6.4630102594		10658.6626654982
-666.8420283268        6.4630102594		10665.5443961375
-666.7465940156        6.4630102594		10683.3620192566
-666.6446833328        6.4630102594		10700.4197794679
-666.7446987541        6.4630102594		10688.0533562225
-666.8457845263        6.4630102594		10672.1465747369
-666.9336927074        6.4630102594		10656.1928049801
-666.9267149769        6.4630102594		10655.6644238675
-666.9306443660        6.4630102594		10663.6772956889
-667.0020433938        6.4630102594		10666.5594292370
-667.0033681465        6.4630102594		10672.3248764854
-667.0163389589        6.4630102594		10669.8946547676
-667.0306336413        6.4630102594		10664.6741418690
-667.0887008999        6.4630102594		10649.8216143271
-667.1704696474        6.4630102594		10625.4573731886
-667.2007305313        6.4630102594		10604.4168643515
-667.2532348858        6.4630102594		10585.8367026065
-667.3322776309        6.4630102594		10578.7053519436
-667.2461863086        6.4630102594		10598.1327443507
-667.1791031563        6.4630102594		10604.2439793298
-667.0843102895        6.4630102594		10600.9501913621
-667.0815232807        6.4630102594		10588.1964604190
-667.1814377673        6.4630102594		10576.1443458407
-667.1911707084        6.4630102594		10582.4486249134
-667.2253210471        6.4630102594		10587.3815258055
-667.1872201814        6.4630102594		10599.4777119755
-667.1075013460        6.4630102594		10619.3046123974
-667.0071476609        6.4630102594		10646.8722253404
-666.8148000532        6.4630102594		10683.6307670284
-666.6818373835        6.4630102594		10707.0361624513
-666.7053285953        6.4630102594		10703.4048904139
-666.7014027351        6.4630102594		10708.5051791302
-666.8474259932        6.4630102594		10697.8427304063
-666.9989831792        6.4630102594		10674.5827109255
-666.9312132084        6.4630102594		10679.0059453488
-666.9680570321        6.4630102594		10663.7310357165
-667.0870775432        6.4630102594		10639.1455643558
-667.0801866109        6.4630102594		10638.4906887241
-666.9528259220        6.4630102594		10657.9515926911
-666.8780794090        6.4630102594		10666.9697695386
-666.9777596982        6.4630102594		10647.3581806827
-666.9759927424        6.4630102594		10638.6004796684
-666.9841359036        6.4630102594		10643.4821889903
-666.9027591483        6.4630102594		10670.3594382887
-666.7972214324        6.4630102594		10697.1050043710
-666.8431513600        6.4630102594		10694.8967612537
-666.8277922746        6.4630102594		10695.6761469104
-666.8828067432        6.4630102594		10682.9024924070
-666.9547836938        6.4630102594		10660.0905111404
-667.0346648942        6.4630102594		10639.2340294908
-666.9731613488        6.4630102594		10650.5989918066
-666.7653810692        6.4630102594		10692.0387302876
-666.6982322687        6.4630102594		10714.4742178249
-666.7596136984        6.4630102594		10704.5009176407
-666.7391900601        6.4630102594		10696.3437244542
-666.6934502967        6.4630102594		10693.0489085692
-666.7917618052        6.4630102594		10674.3401703472
-666.8045295831        6.4630102594		10668.3321770568
-666.8469168206        6.4630102594		10660.4910446469
-666.8670017333        6.4630102594		10658.6992023896
-666.7429032548        6.4630102594		10683.7613840642
-666.5789682176        6.4630102594		10722.7490721318
-666.4167174769        6.4630102594		10763.0209395929
-666.1474186891        6.4630102594		10808.0904034028
-666.1957458303        6.4630102594		10804.0312240001
-666.2731039543        6.4630102594		10786.3789901185
-666.3138707866        6.4630102594		10768.9774917486
-666.4492204127        6.4630102594		10733.2838048193
-666.7700643824        6.4630102594		10671.2981641273
-667.0025632707        6.4630102594		10627.7240222532
-667.0282276954        6.4630102594		10624.6202249439
-666.8225428319        6.4630102594		10655.5915538810
-666.7299324928        6.4630102594		10667.2922926177
-666.7956572703        6.4630102594		10662.6529684011
-666.7115843430        6.4630102594		10686.0014841895
-666.5874247964        6.4630102594		10716.4150969013
-666.5698635394        6.4630102594		10726.5247797739
-666.5713897790        6.4630102594		10733.7493866466
-666.4844436190        6.4630102594		10758.0887488113
-666.3803567849        6.4630102594		10789.3690232118
-666.2076324782        6.4630102594		10828.1853059665
-666.0978314408        6.4630102594		10852.5763284661
-666.2030731807        6.4630102594		10841.1864628306
-666.2666031634        6.4630102594		10827.8343405328
-666.3232267642        6.4630102594		10814.7714718139
-666.2787882914        6.4630102594		10815.9827796233
-666.2710717282        6.4630102594		10814.0605840906
-666.3206402488        6.4630102594		10800.2282148412
-666.3983119813        6.4630102594		10770.7759127912
-666.5065528973        6.4630102594		10723.7716315356
-666.6589319251        6.4630102594		10673.9285654866
-666.8974471406        6.4630102594		10633.3831658462
-666.9644714033        6.4630102594		10624.3282768381
-666.9548532901        6.4630102594		10627.7877750490
-666.8916492488        6.4630102594		10640.8585215475
-666.7101862946        6.4630102594		10671.4166611326
-666.6756553369        6.4630102594		10685.2347193470
-666.6627695788        6.4630102594		10694.0122823245
-666.5729362594        6.4630102594		10706.8958913644
-666.6144923448        6.4630102594		10701.8867604061
-666.6176496960        6.4630102594		10704.2225360775
-666.6537638883        6.4630102594		10703.1302265354
-666.6886660609        6.4630102594		10700.7790383774
-666.6607104982        6.4630102594		10706.0807442899
-666.7026600642        6.4630102594		10705.7318386557
-666.7999179664        6.4630102594		10694.0465975217
-666.9338785699        6.4630102594		10667.7430036788
-667.0397684803        6.4630102594		10648.4354550971
-667.0348002019        6.4630102594		10658.5607035401
-666.9942478608        6.4630102594		10674.4625083010
-667.0708098037        6.4630102594		10661.5610693894
-667.0612475300        6.4630102594		10658.6368661818
-666.9774406606        6.4630102594		10673.9916631550
-666.8366284922        6.4630102594		10706.2832559866
-666.6567165680        6.4630102594		10744.2855272561
-666.5241270416        6.4630102594		10760.4399667143
-666.4646299423        6.4630102594		10753.8744069930
-666.4902583850        6.4630102594		10743.8082366097
-666.4405623479        6.4630102594		10757.3346926257
-666.2975326689        6.4630102594		10787.8164191033
-666.0034325617        6.4630102594		10818.7713788081
-666.3893158708        6.4630102594		10768.6732563269
-666.4805171360        6.4630102594		10742.4131764870
-666.6364737824        6.4630102594		10702.3026062962
-666.8673053907        6.4630102594		10649.9336405132
-667.0019263749        6.4630102594		10614.4967267135
-667.0796338958        6.4630102594		10602.8687151775
-667.0323822979        6.4630102594		10618.6564542885
-666.8968727411        6.4630102594		10647.8634776680
-666.8762188950        6.4630102594		10663.6954961281
-666.8610709097        6.4630102594		10678.6983931014
-666.8298395193        6.4630102594		10695.7862914824
-666.6519377101        6.4630102594		10737.8813639362
-666.4176958188        6.4630102594		10796.2497151603
-666.1023708961        6.4630102594		10865.6528521193
-665.9502819893        6.4630102594		10886.4835697425
-666.3318525499        6.4630102594		10803.9456509587
-666.5867278268        6.4630102594		10739.7245766523
-666.6425372858        6.4630102594		10716.9364919319
-666.6898276737        6.4630102594		10699.5214710220
-666.9330245240        6.4630102594		10650.2691404185
-667.1415906098        6.4630102594		10604.3879533982
-667.2606205276        6.4630102594		10582.6282700073
-667.2594414493        6.4630102594		10591.4269755038
-667.1512067413        6.4630102594		10618.0284708360
-667.0201983857        6.4630102594		10642.8270222458
-666.8927619119        6.4630102594		10665.0656053780
-666.8224474551        6.4630102594		10683.6659317624
-666.7337830032        6.4630102594		10704.1608943433
-666.6467490346        6.4630102594		10722.2824776757
-666.5094094081        6.4630102594		10748.2022125190
-666.4329662416        6.4630102594		10769.9406004361
-666.3851199816        6.4630102594		10788.0574478213
-666.3321456633        6.4630102594		10799.7899391974
-666.2525906086        6.4630102594		10805.5807753402
-666.2066975870        6.4630102594		10796.1858891769
-666.2954540122        6.4630102594		10771.6113439901
-666.3847537786        6.4630102594		10761.2973871537
-666.2725933441        6.4630102594		10782.7265372158
-666.2373613208        6.4630102594		10783.3266831224
-666.3687540618        6.4630102594		10749.8717978302
-666.5739640114        6.4630102594		10707.9657528577
-666.6090709676        6.4630102594		10703.0229488367
-666.4857032589        6.4630102594		10736.3109298040
-666.2981408954        6.4630102594		10781.5703976144
-666.2242386694        6.4630102594		10804.7670665613
-666.1156473441        6.4630102594		10823.3785457600
-666.0847241788        6.4630102594		10826.4087923920
-666.1058715102        6.4630102594		10820.9327475085
-666.0742875429        6.4630102594		10817.5553001576
-666.2449052585        6.4630102594		10781.6064812393
-666.5365891223        6.4630102594		10730.2918828251
-666.6124953529        6.4630102594		10714.4055616394
-666.6282649020        6.4630102594		10711.5226758855
-666.6503241853        6.4630102594		10702.1586294235
-666.8245363811        6.4630102594		10670.0605302477
-666.9727307206        6.4630102594		10642.0500635924
-666.9026264113        6.4630102594		10652.1366336602
-666.8754433179        6.4630102594		10663.1181333251
-666.8943803643        6.4630102594		10667.1513060617
-666.8530273674        6.4630102594		10680.7183417589
-666.7328642322        6.4630102594		10706.0860235123
-666.6307243707        6.4630102594		10733.5113912575
-666.5188486648        6.4630102594		10765.4741951948
-666.5175684302        6.4630102594		10778.8085067358
-666.5416563705        6.4630102594		10780.5776602058
-666.4710730806        6.4630102594		10797.0001535363
-666.3663341629        6.4630102594		10818.6742947710
-666.3682939762        6.4630102594		10816.9915497295
-666.4572513847        6.4630102594		10793.9343246381
-666.5993675393        6.4630102594		10761.8004031081
-666.6981728913        6.4630102594		10736.2230811349
-666.7937150458        6.4630102594		10712.0601921347
-666.8218580461        6.4630102594		10695.0726561199
-666.7934771603        6.4630102594		10685.1119437905
-666.7831947805        6.4630102594		10675.9356661913
-666.8419973872        6.4630102594		10659.0406321507
-666.9688774971        6.4630102594		10633.6049888103
-667.0881172324        6.4630102594		10619.3867841167
-666.9349580557        6.4630102594		10656.0452010294
-666.5645435992        6.4630102594		10730.1549053929
-666.4644640532        6.4630102594		10770.7216988601
-666.5382599478        6.4630102594		10780.1647432218
-666.5121776422        6.4630102594		10791.6429857462
-666.4711588356        6.4630102594		10802.1401118882
-666.3763042902        6.4630102594		10819.8633011630
-666.3030808106        6.4630102594		10827.7499000180
-666.3818654674        6.4630102594		10800.3968902314
-666.5276499226        6.4630102594		10755.9877682723
-666.5996683725        6.4630102594		10727.4872147445
-666.5687034463        6.4630102594		10724.7122799844
-666.5351138488        6.4630102594		10721.4774178639
-666.7253114880        6.4630102594		10685.4656513482
-666.7693761006        6.4630102594		10672.4389427760
-666.6527840176        6.4630102594		10695.8589073581
-666.5521355037        6.4630102594		10724.3334798430
-666.5422316872        6.4630102594		10727.7614230204
-666.7047991035        6.4630102594		10690.5327126139
-666.9642244119        6.4630102594		10641.6040311790
-666.9770335127        6.4630102594		10632.6806032353
-667.0117927627        6.4630102594		10629.0139148475
-667.0381792868        6.4630102594		10629.7757173641
-666.9807962867        6.4630102594		10650.0292075836
-666.7578124117        6.4630102594		10702.2619562342
-666.4616698665        6.4630102594		10768.5578465341
-666.2995549105        6.4630102594		10806.7848972550
-666.2902740204        6.4630102594		10810.7612413603
-666.2741605449        6.4630102594		10815.1036538806
-666.2042088254        6.4630102594		10827.8414589331
-666.2063875822        6.4630102594		10825.9291232408
-666.3258388533        6.4630102594		10804.2260086018
-666.5171353760        6.4630102594		10780.0573501119
-666.5655333942        6.4630102594		10785.0518992259
-666.5816915371        6.4630102594		10792.1782587608
-666.5988098635        6.4630102594		10795.4115932968
-666.4126000689        6.4630102594		10829.8330559904
-666.3457891911        6.4630102594		10842.4648738320
-666.4692472297        6.4630102594		10809.1713450897
-666.5670354439        6.4630102594		10774.8864933783
-666.5060372323        6.4630102594		10767.7203309620
-666.5289940172        6.4630102594		10759.0541747504
-666.4402637563        6.4630102594		10768.8277245757
-666.4343765430        6.4630102594		10774.1736439518
-666.4296634116        6.4630102594		10771.9797299071
-666.5553393736        6.4630102594		10756.1893824662
-666.5150127258        6.4630102594		10776.9507295889
-666.3325444491        6.4630102594		10830.8580873056
-666.1458305578        6.4630102594		10879.6068765866
-666.1177732786        6.4630102594		10888.0717547014
-666.0853719970        6.4630102594		10885.2381791938
-665.9963076363        6.4630102594		10884.6883177002
-666.0627880670        6.4630102594		10862.2725185431
-666.1795864307        6.4630102594		10827.2777814492
-666.2962713362        6.4630102594		10789.6160042402
-666.3929584366        6.4630102594		10762.9790942318
-666.4263874743        6.4630102594		10755.4291829962
-666.2763333147        6.4630102594		10777.3346515592
-666.2803205818        6.4630102594		10772.6369650633
-666.5385715434        6.4630102594		10728.2946446525
-666.6062763719        6.4630102594		10710.1751594005
-666.5309589869        6.4630102594		10713.5469985660
-666.5128692631        6.4630102594		10715.4351233862
-666.4075462302        6.4630102594		10736.4544332621
-666.3685262164        6.4630102594		10749.7337640437
-666.4274987578        6.4630102594		10744.8626338511
-666.5030247499        6.4630102594		10727.0848092878
-666.5785675790        6.4630102594		10699.8863512061
-666.8667245394        6.4630102594		10660.5995020676
-666.7529128126        6.4630102594		10685.2151014920
-666.5619224612        6.4630102594		10724.3572030441
-666.4798603778        6.4630102594		10741.9138354809
-666.5766384642        6.4630102594		10732.2791316783
-666.7058272376        6.4630102594		10716.0444404167
-666.7213378779        6.4630102594		10720.7521023305
-666.5502270350        6.4630102594		10754.6776361502
-666.4933285306        6.4630102594		10764.6384283196
-666.5190708389        6.4630102594		10761.2468942164
-666.4335976375        6.4630102594		10775.2205583698
-666.3273091216        6.4630102594		10789.7503616539
-666.3574357353        6.4630102594		10779.4133588007
-666.4244720218        6.4630102594		10761.7294016162
-666.4988293685        6.4630102594		10746.1929286458
-666.5560356851        6.4630102594		10732.8050915589
-666.6536769320        6.4630102594		10707.2039931131
-666.7771673452        6.4630102594		10671.6630327910
-666.7920877604        6.4630102594		10659.9455198366
-666.6159358015        6.4630102594		10694.7388068087
-666.3607952310        6.4630102594		10757.6234733921
-666.1474100290        6.4630102594		10814.0371852906
-666.0845314286        6.4630102594		10840.8888671406
-666.0364484758        6.4630102594		10856.2762938500
-666.0173707930        6.4630102594		10859.4830841133
-666.0615179446        6.4630102594		10847.7167723782
-666.1548630289        6.4630102594		10821.5587689248
-666.4100413099        6.4630102594		10759.0891045949
-666.5067346139        6.4630102594		10723.0892713669
-666.4959545916        6.4630102594		10721.4134782225
-666.4648404707        6.4630102594		10738.7678883482
-666.3809433233        6.4630102594		10759.2819166139
-666.3567347340        6.4630102594		10765.6280293484
-666.4122002972        6.4630102594		10755.8427555604
-666.5727128138        6.4630102594		10715.9154747377
-666.8209357470        6.4630102594		10652.0002953285
-666.9893159649        6.4630102594		10606.3329783787
-666.9336438754        6.4630102594		10606.8901425289
-666.8818950084        6.4630102594		10617.3951880259
-666.8370348373        6.4630102594		10632.7088307993
-666.6127033476        6.4630102594		10676.9260188903
-666.4899400668        6.4630102594		10702.7236474637
-666.6146939404        6.4630102594		10687.4994331603
-666.7711248294        6.4630102594		10666.5219872872
-666.8336229603        6.4630102594		10667.1619214635
-666.7542359173        6.4630102594		10694.9292477470
-666.4815454306        6.4630102594		10747.4763107254
-666.4587969665        6.4630102594		10771.5848973916
-666.4567187285        6.4630102594		10787.4492338425
-666.3995503982        6.4630102594		10809.1518628050
-666.1829790832        6.4630102594		10852.7574359407
-666.1433754432        6.4630102594		10853.6937193729
-666.3760651678        6.4630102594		10794.5886233262
-666.5243565216        6.4630102594		10747.0572007311
-666.5834751455        6.4630102594		10721.7719672675
-666.6505146488        6.4630102594		10706.0509576668
-666.6953349393        6.4630102594		10703.2021626512
-666.6613411697        6.4630102594		10718.5698956969
-666.6912515915        6.4630102594		10721.5498406744
-666.7755468490        6.4630102594		10703.1961804698
-666.7111064380        6.4630102594		10705.7639476381
-666.6057761999        6.4630102594		10719.6482846139
-666.6194754201        6.4630102594		10718.7860332900
-666.6480136607        6.4630102594		10718.3008875478
-666.6964162432        6.4630102594		10716.8171238384
-666.8134218954        6.4630102594		10701.1497756516
-666.8361130421        6.4630102594		10698.0827681362
-666.7458684856        6.4630102594		10708.2566776256
-666.8634821032        6.4630102594		10680.1345985450
-667.0033532705        6.4630102594		10652.7100594052
-667.0087689973        6.4630102594		10651.1024496533
-666.9287390526        6.4630102594		10663.3501574128
-666.8824056657        6.4630102594		10671.2736005609
-666.8970655799        6.4630102594		10668.3687205913
-666.8810862258        6.4630102594		10666.7244304982
-666.8360793914        6.4630102594		10668.7846066969
-666.9076387542        6.4630102594		10655.0807480657
-667.0776648195        6.4630102594		10625.9600197612
-667.1596043863        6.4630102594		10614.2588341922
-667.0811992683        6.4630102594		10638.5449751937
-666.9302088291        6.4630102594		10681.7247610386
-666.7976963688        6.4630102594		10719.9973934856
-666.7481834578        6.4630102594		10740.5307513670
-666.7728249189        6.4630102594		10743.5467730490
-666.7903089223        6.4630102594		10739.3698334358
-666.7217760794        6.4630102594		10744.4974298415
-666.5473727265        6.4630102594		10764.4909209453
-666.4311413402        6.4630102594		10772.9967549888
-666.4172130954        6.4630102594		10766.5156203630
-666.5137305641        6.4630102594		10746.7508505833
-666.6169862275        6.4630102594		10726.3522944994
-666.5256011312        6.4630102594		10732.7984264907
-666.4710276180        6.4630102594		10733.7215477867
-666.5302371456        6.4630102594		10712.5484640794
-666.5785433388        6.4630102594		10696.8353324826
-666.6050805748        6.4630102594		10700.5711836685
-666.5571852046        6.4630102594		10724.4496337513
-666.3902999479        6.4630102594		10762.8134895588
-666.1381006577        6.4630102594		10807.9278620524
-666.0543439577        6.4630102594		10821.6466521160
-666.1375964116        6.4630102594		10799.5986670125
-666.0855157262        6.4630102594		10795.4229762267
-666.1139343261        6.4630102594		10789.4596444860
-666.3188722734        6.4630102594		10758.0561840407
-666.5473627446        6.4630102594		10720.6424349668
-666.5505522553        6.4630102594		10717.0942748037
-666.4284533121        6.4630102594		10735.5257800172
-666.4173792258        6.4630102594		10743.3116401350
-666.3783173272        6.4630102594		10753.9883640512
-666.1803647078        6.4630102594		10781.7327174406
-666.3222552563        6.4630102594		10772.2618974653
-666.4205702385        6.4630102594		10754.5628168495
-666.6209542864        6.4630102594		10711.6197847834
-666.7426180676        6.4630102594		10685.7330017160
-666.7215996057        6.4630102594		10693.4110253846
-666.5495883923        6.4630102594		10735.7997894319
-666.3797584665        6.4630102594		10783.5112395013
-666.3731797376        6.4630102594		10807.5437438757
-666.2698885750        6.4630102594		10834.4318043812
-666.3657486645        6.4630102594		10813.2740543777
-666.4941390688        6.4630102594		10774.0875849282
-666.7101144079        6.4630102594		10719.3967234797
-666.8734899611        6.4630102594		10676.2176263066
-666.8394511740        6.4630102594		10671.0974064447
-666.6295221127        6.4630102594		10700.2778137867
-666.4877857043        6.4630102594		10722.3754682654
-666.4469206302        6.4630102594		10729.9064839287
-666.4989145411        6.4630102594		10727.3840628755
-666.5658906030        6.4630102594		10723.2539356222
-666.5767819030        6.4630102594		10726.3249632370
-666.6323452236        6.4630102594		10713.0909482882
-666.9166860531        6.4630102594		10658.3884453595
-667.1080619314        6.4630102594		10620.9326077359
-667.1952397801        6.4630102594		10609.5161997490
-667.1837943971        6.4630102594		10617.1091237029
-667.1209541732        6.4630102594		10632.5348267773
-666.9759633571        6.4630102594		10666.0510693783
-666.8548760012        6.4630102594		10703.6795726822
-666.7032018151        6.4630102594		10739.6613151117
-666.5048628615        6.4630102594		10769.0981816634
-666.4911485663        6.4630102594		10760.6275991856
-666.5318535559        6.4630102594		10751.0741485263
-666.4531040359        6.4630102594		10780.8289071623
-666.2213568772        6.4630102594		10838.3585717490
-666.1746338796        6.4630102594		10846.4307809937
-666.3391033308        6.4630102594		10807.1899236296
-666.5990417734        6.4630102594		10742.3624532124
-666.9077620741        6.4630102594		10669.8534100385
-666.9225792767        6.4630102594		10659.9717893796
-666.7506437785        6.4630102594		10690.6581483568
-666.7859174161        6.4630102594		10705.7982063331
-666.7223385832        6.4630102594		10732.2789951805
-666.7001705658        6.4630102594		10748.4159228148
-666.7329600189        6.4630102594		10747.2428200649
-666.7725697422        6.4630102594		10733.1649431294
-666.8079827343        6.4630102594		10712.5730029610
-666.7255608608        6.4630102594		10713.8900786187
-666.5159906956        6.4630102594		10737.6450807124
