Potential energy (Ha)	Kinetic Energy (Ha)	Pressure (GPa)
-669.3080709420        	0.7755612311		8958.1461703133
-669.3202853092        	0.7755612311		8951.7524168560
-669.3282730103        	0.7755612311		8946.3548316077
-669.3346947364        	0.7755612311		8941.4972211412
-669.3430070794        	0.7755612311		8937.1513585423
-669.3533143618        	0.7755612311		8932.8845776455
-669.3624867007        	0.7755612311		8929.3474119226
-669.3681668671        	0.7755612311		8927.4446624206
-669.3717519642        	0.7755612311		8927.2242722447
-669.3747315312        	0.7755612311		8928.3247878235
-669.3725649345        	0.7755612311		8930.9828043831
-669.3624621016        	0.7755612311		8935.1564086274
-669.3505969562        	0.7755612311		8939.4181028335
-669.3451637507        	0.7755612311		8941.8120202309
-669.3477079777        	0.7755612311		8942.3315749450
-669.3541160495        	0.7755612311		8942.2250432975
-669.3607152157        	0.7755612311		8942.4977713125
-669.3671671719        	0.7755612311		8943.3006813888
-669.3752900593        	0.7755612311		8943.9085784629
-669.3859408309        	0.7755612311		8944.3076188749
-669.3982815550        	0.7755612311		8944.2552830088
-669.4105889840        	0.7755612311		8943.7923192617
-669.4202052994        	0.7755612311		8943.0832498747
-669.4246664182        	0.7755612311		8942.5265456723
-669.4239946421        	0.7755612311		8942.0287273497
-669.4221029698        	0.7755612311		8940.9013761105
-669.4239526232        	0.7755612311		8938.6718191196
-669.4307726585        	0.7755612311		8935.1954815003
-669.4396286841        	0.7755612311		8931.1397177608
-669.4476298415        	0.7755612311		8927.3134351948
-669.4544492940        	0.7755612311		8923.7668311490
-669.4611306126        	0.7755612311		8920.4564129720
-669.4673260323        	0.7755612311		8917.2594613685
-669.4704355546        	0.7755612311		8914.7811126472
-669.4686185951        	0.7755612311		8913.9515120462
-669.4638112358        	0.7755612311		8915.0323352213
-669.4605987018        	0.7755612311		8917.1983453379
-669.4618291782        	0.7755612311		8919.0376118763
-669.4661859872        	0.7755612311		8920.4420141796
-669.4705179606        	0.7755612311		8920.9980845913
-669.4723315366        	0.7755612311		8920.7714607381
-669.4711117772        	0.7755612311		8920.0362198551
-669.4679131946        	0.7755612311		8918.8491670492
-669.4639966009        	0.7755612311		8917.4441922831
-669.4596994640        	0.7755612311		8916.0974893891
-669.4541324569        	0.7755612311		8915.6133121728
-669.4459666961        	0.7755612311		8915.5787885081
-669.4350141211        	0.7755612311		8916.4630832154
-669.4240406091        	0.7755612311		8917.0834612603
-669.4175895638        	0.7755612311		8917.3410089155
-669.4176997702        	0.7755612311		8916.2365939550
-669.4221219002        	0.7755612311		8915.0395893171
-669.4273040789        	0.7755612311		8913.7943853961
-669.4317004232        	0.7755612311		8913.0397361713
-669.4352607761        	0.7755612311		8912.5353411502
-669.4384034797        	0.7755612311		8912.4089050079
-669.4419540433        	0.7755612311		8911.4585103225
-669.4464296663        	0.7755612311		8910.4351490727
-669.4494707459        	0.7755612311		8910.1933197840
-669.4460585515        	0.7755612311		8912.1014999966
-669.4324592145        	0.7755612311		8916.8111550984
-669.4106507176        	0.7755612311		8923.5368791725
-669.3879803366        	0.7755612311		8931.1911860271
-669.3707552601        	0.7755612311		8938.0411850048
-669.3594256073        	0.7755612311		8943.6755656663
-669.3506072491        	0.7755612311		8948.2655616938
-669.3408949038        	0.7755612311		8951.9234362952
-669.3289083387        	0.7755612311		8954.7615141291
-669.3165786022        	0.7755612311		8956.5860038572
-669.3080525415        	0.7755612311		8956.5486823253
-669.3064639652        	0.7755612311		8954.4942744248
-669.3122612813        	0.7755612311		8951.1144796732
-669.3236298392        	0.7755612311		8946.7062592148
-669.3379305450        	0.7755612311		8941.6194752314
-669.3542809309        	0.7755612311		8936.0802820064
-669.3742228316        	0.7755612311		8930.1569423097
-669.3987133811        	0.7755612311		8923.6470445499
-669.4249036476        	0.7755612311		8917.4747791604
-669.4475866577        	0.7755612311		8912.8802014480
-669.4625317172        	0.7755612311		8910.5771273954
-669.4673730133        	0.7755612311		8911.0939420599
-669.4609563685        	0.7755612311		8914.4264260504
-669.4440148604        	0.7755612311		8920.5619430891
-669.4199401231        	0.7755612311		8928.2023187342
-669.3942255835        	0.7755612311		8936.1698485812
-669.3739442644        	0.7755612311		8942.7087818492
-669.3667193980        	0.7755612311		8945.7766026984
-669.3755663933        	0.7755612311		8945.0189342266
-669.3932954087        	0.7755612311		8941.4010893816
-669.4104049563        	0.7755612311		8937.3956855907
-669.4238602190        	0.7755612311		8933.6185941028
-669.4354465079        	0.7755612311		8930.4521169421
-669.4476282155        	0.7755612311		8927.5869904462
-669.4619164797        	0.7755612311		8924.2596273880
-669.4778930139        	0.7755612311		8921.3278363306
-669.4931196016        	0.7755612311		8918.3757837287
-669.5048908344        	0.7755612311		8916.0015886895
-669.5116977290        	0.7755612311		8914.7797912649
-669.5134775080        	0.7755612311		8914.1705156013
-669.5111230853        	0.7755612311		8914.0900393833
-669.5054052091        	0.7755612311		8914.9203090325
-669.4968182332        	0.7755612311		8916.2243497097
-669.4867879044        	0.7755612311		8918.0014782594
-669.4771544689        	0.7755612311		8919.6367884857
-669.4680506783        	0.7755612311		8921.1523733813
-669.4592537945        	0.7755612311		8922.4463574653
-669.4519574441        	0.7755612311		8922.7771664452
-669.4466664064        	0.7755612311		8922.5559315332
-669.4411119409        	0.7755612311		8922.5234516867
-669.4322743111        	0.7755612311		8923.1104951673
-669.4201168845        	0.7755612311		8924.7244534872
-669.4088013315        	0.7755612311		8926.9347768176
-669.4030879945        	0.7755612311		8929.3309353912
-669.4037229700        	0.7755612311		8931.2261748104
-669.4076960470        	0.7755612311		8932.1792416283
-669.4132666413        	0.7755612311		8932.1820178675
-669.4213991510        	0.7755612311		8931.0612077564
-669.4318233965        	0.7755612311		8928.3136997529
-669.4411470176        	0.7755612311		8925.2101069977
-669.4457572237        	0.7755612311		8922.3194405004
-669.4437443251        	0.7755612311		8921.2863913608
-669.4347191952        	0.7755612311		8922.6500201610
-669.4187503303        	0.7755612311		8926.3877440023
-669.3959047523        	0.7755612311		8932.8671554574
-669.3677161574        	0.7755612311		8941.1135769882
-669.3404480866        	0.7755612311		8949.1213773577
-669.3223637759        	0.7755612311		8955.1491002430
-669.3153990474        	0.7755612311		8957.8435418961
-669.3157518278        	0.7755612311		8957.8938837144
-669.3194338828        	0.7755612311		8956.2794496526
-669.3248212496        	0.7755612311		8953.7902042421
-669.3320215960        	0.7755612311		8950.3179241474
-669.3403848243        	0.7755612311		8946.2365722387
-669.3498427471        	0.7755612311		8941.4980583610
-669.3608044931        	0.7755612311		8936.5106186437
-669.3708746196        	0.7755612311		8931.4046982432
-669.3753838599        	0.7755612311		8928.0620898987
-669.3705869101        	0.7755612311		8927.0810858687
-669.3564426247        	0.7755612311		8928.1338210525
-669.3390734161        	0.7755612311		8930.1213119686
-669.3305018469        	0.7755612311		8930.3818712345
-669.3395386425        	0.7755612311		8927.2441527137
-669.3627930073        	0.7755612311		8921.4474665206
-669.3896190590        	0.7755612311		8915.3763021211
-669.4114280786        	0.7755612311		8911.2644142497
-669.4245559554        	0.7755612311		8909.7523156390
-669.4285244093        	0.7755612311		8910.7960852147
-669.4256233672        	0.7755612311		8913.4616849767
-669.4203919213        	0.7755612311		8917.0413326273
-669.4176542776        	0.7755612311		8920.6663070899
-669.4207131200        	0.7755612311		8922.5345278632
-669.4310775181        	0.7755612311		8922.4533275950
-669.4462306424        	0.7755612311		8920.6080968074
-669.4585350068        	0.7755612311		8918.3726959007
-669.4609694814        	0.7755612311		8918.4111763439
-669.4520350602        	0.7755612311		8920.7716402424
-669.4352790114        	0.7755612311		8925.0408568688
-669.4167313894        	0.7755612311		8930.6015739369
-669.4016267009        	0.7755612311		8935.7815645194
-669.3918055798        	0.7755612311		8940.1122043580
-669.3870242680        	0.7755612311		8943.1523544923
-669.3873660820        	0.7755612311		8944.4886232930
-669.3925603283        	0.7755612311		8943.7480626355
-669.4006623821        	0.7755612311		8941.2052781742
-669.4089477649        	0.7755612311		8937.7821079173
-669.4163779138        	0.7755612311		8933.9238195700
-669.4236382312        	0.7755612311		8930.3028840795
-669.4318308439        	0.7755612311		8926.6834596099
-669.4417427113        	0.7755612311		8922.5375665295
-669.4527370760        	0.7755612311		8918.0067229905
-669.4626273090        	0.7755612311		8914.0632057942
-669.4684339990        	0.7755612311		8910.6202387782
-669.4674235063        	0.7755612311		8909.4937818515
-669.4581881697        	0.7755612311		8910.4793135884
-669.4414295368        	0.7755612311		8913.8709197790
-669.4192869473        	0.7755612311		8918.6308648001
-669.3946638887        	0.7755612311		8924.1162976332
-669.3712066310        	0.7755612311		8929.3140292265
-669.3524460787        	0.7755612311		8933.2582482184
-669.3414019391        	0.7755612311		8935.7700547356
-669.3406249415        	0.7755612311		8935.9429723676
-669.3501078608        	0.7755612311		8934.3027720473
-669.3656403929        	0.7755612311		8932.4115449100
-669.3817798939        	0.7755612311		8930.5174708463
-669.3955539838        	0.7755612311		8930.0563152114
-669.4064063912        	0.7755612311		8930.2144498462
-669.4137449645        	0.7755612311		8930.8601302118
-669.4157337194        	0.7755612311		8932.2376014948
-669.4106223614        	0.7755612311		8934.7563303468
-669.3995300928        	0.7755612311		8937.9938516030
-669.3884276793        	0.7755612311		8941.0050864569
-669.3854706471        	0.7755612311		8942.6295259131
-669.3953388532        	0.7755612311		8941.2989482490
-669.4164706133        	0.7755612311		8937.6475572730
-669.4414523988        	0.7755612311		8933.2515501081
-669.4602045273        	0.7755612311		8930.5843250161
-669.4649875071        	0.7755612311		8930.8378760396
-669.4537966443        	0.7755612311		8934.4652317588
-669.4314556239        	0.7755612311		8939.8081047160
-669.4076065055        	0.7755612311		8944.4649807743
-669.3904459853        	0.7755612311		8947.1526327198
-669.3816765684        	0.7755612311		8947.3166300360
-669.3777544962        	0.7755612311		8946.7689164715
-669.3746196792        	0.7755612311		8946.6342091268
-669.3695758824        	0.7755612311		8947.8925968104
-669.3616104658        	0.7755612311		8950.6184770295
-669.3525979581        	0.7755612311		8953.1272696481
-669.3467779138        	0.7755612311		8954.7098981099
-669.3467008836        	0.7755612311		8953.7008570001
-669.3508735079        	0.7755612311		8951.1294156438
-669.3553414286        	0.7755612311		8946.9485413938
-669.3575113623        	0.7755612311		8943.6460738940
-669.3575646842        	0.7755612311		8941.2114658741
-669.3564929686        	0.7755612311		8939.8082031875
-669.3543388319        	0.7755612311		8939.3265077614
-669.3514448445        	0.7755612311		8939.7352945141
-669.3506873369        	0.7755612311		8939.6769097383
-669.3568247037        	0.7755612311		8938.0241667212
-669.3717361661        	0.7755612311		8934.2509667829
-669.3904851688        	0.7755612311		8929.7985725968
-669.4054006688        	0.7755612311		8926.0898655812
-669.4135111334        	0.7755612311		8923.2007780082
-669.4161308764        	0.7755612311		8920.9439212991
-669.4148676771        	0.7755612311		8919.6475090239
-669.4098070332        	0.7755612311		8919.2916083734
-669.4013902817        	0.7755612311		8920.0717602028
-669.3912446943        	0.7755612311		8921.0766175416
-669.3814162960        	0.7755612311		8922.5889658481
-669.3737547189        	0.7755612311		8924.4686101061
-669.3690482452        	0.7755612311		8926.0795294517
-669.3664501505        	0.7755612311		8927.4339196446
-669.3653351251        	0.7755612311		8928.1008998913
-669.3654526151        	0.7755612311		8928.2856265227
-669.3648845332        	0.7755612311		8928.3990804466
-669.3614789529        	0.7755612311		8928.8498630821
-669.3566056054        	0.7755612311		8930.4344371109
-669.3550585423        	0.7755612311		8931.8996219584
-669.3604614212        	0.7755612311		8932.0763324883
-669.3723268992        	0.7755612311		8931.1445299866
-669.3861311465        	0.7755612311		8929.8733035709
-669.3972080535        	0.7755612311		8929.0303656408
-669.4040207714        	0.7755612311		8928.1426021475
-669.4071325319        	0.7755612311		8927.3299328344
-669.4065967626        	0.7755612311		8926.7448169121
-669.4013517612        	0.7755612311		8926.0569281152
-669.3917814670        	0.7755612311		8925.7062631320
-669.3811065944        	0.7755612311		8924.7692413514
-669.3750713862        	0.7755612311		8923.0151975986
-669.3785466122        	0.7755612311		8919.2737950245
-669.3912844412        	0.7755612311		8914.7113338607
-669.4085655030        	0.7755612311		8909.1620406399
-669.4262233441        	0.7755612311		8904.6823667909
-669.4436745388        	0.7755612311		8900.4929395549
-669.4616344218        	0.7755612311		8896.6378027175
-669.4771984828        	0.7755612311		8894.2453368664
-669.4844861566        	0.7755612311		8894.5463529223
-669.4807921565        	0.7755612311		8897.6593434105
-669.4702713643        	0.7755612311		8902.9370286475
-669.4590512554        	0.7755612311		8908.9064206465
-669.4475304963        	0.7755612311		8915.4537678807
-669.4316028800        	0.7755612311		8922.5828695722
-669.4094152069        	0.7755612311		8930.4175379174
-669.3839182348        	0.7755612311		8939.3152101914
-669.3616890208        	0.7755612311		8946.8356162805
-669.3498279451        	0.7755612311		8951.8689219788
-669.3526960887        	0.7755612311		8952.6491416808
-669.3705382381        	0.7755612311		8949.6492777949
-669.3974409336        	0.7755612311		8944.0201068670
-669.4238298245        	0.7755612311		8937.4035713015
-669.4423276307        	0.7755612311		8931.3664274296
-669.4504001304        	0.7755612311		8927.3385569345
-669.4496311670        	0.7755612311		8924.9372035304
-669.4451951015        	0.7755612311		8923.9539881024
-669.4435076528        	0.7755612311		8922.9743513274
-669.4459277606        	0.7755612311		8922.2569038631
-669.4480224979        	0.7755612311		8921.8167143337
-669.4458869544        	0.7755612311		8923.3254912419
-669.4390715011        	0.7755612311		8926.4634713321
-669.4285291825        	0.7755612311		8931.1249251730
-669.4144315815        	0.7755612311		8936.6910612018
-669.3971835734        	0.7755612311		8943.2960702699
-669.3797230258        	0.7755612311		8950.1755848493
-669.3664155793        	0.7755612311		8955.6648243589
-669.3611991853        	0.7755612311		8958.3510277483
-669.3668143351        	0.7755612311		8958.1467332881
-669.3817299006        	0.7755612311		8955.3600979838
-669.3997714504        	0.7755612311		8951.1078957824
-669.4143476641        	0.7755612311		8945.9800746756
-669.4213382523        	0.7755612311		8941.8435185518
-669.4201359319        	0.7755612311		8938.4784119694
-669.4141697309        	0.7755612311		8935.5420903523
-669.4091481295        	0.7755612311		8932.3875690106
-669.4089276899        	0.7755612311		8928.3411312397
-669.4126071750        	0.7755612311		8923.6303002988
-669.4169700173        	0.7755612311		8919.3912130118
-669.4178155284        	0.7755612311		8916.4058772576
-669.4101968043        	0.7755612311		8916.4836519570
-669.3935124166        	0.7755612311		8919.9241741738
-669.3758805923        	0.7755612311		8925.3223488173
-669.3683130403        	0.7755612311		8929.4717481119
-669.3730672900        	0.7755612311		8931.2970558698
-669.3852175726        	0.7755612311		8931.2984121124
-669.4014344654        	0.7755612311		8929.3411554119
-669.4199599680        	0.7755612311		8925.9462473730
-669.4367002312        	0.7755612311		8922.3517908950
-669.4467801130        	0.7755612311		8919.4270788931
-669.4489118754        	0.7755612311		8917.6071215671
-669.4464095346        	0.7755612311		8916.3966926823
-669.4443687761        	0.7755612311		8914.7711041496
-669.4448479938        	0.7755612311		8912.3555937116
-669.4455199330        	0.7755612311		8909.5506544691
-669.4442170339        	0.7755612311		8906.9247029468
-669.4412435903        	0.7755612311		8904.7064573973
-669.4370631582        	0.7755612311		8903.0398371739
-669.4326579652        	0.7755612311		8902.1056490149
-669.4310169171        	0.7755612311		8902.1768679045
-669.4359096071        	0.7755612311		8902.2651568958
-669.4479177524        	0.7755612311		8902.0689063294
-669.4632987081        	0.7755612311		8901.6065183063
-669.4771333163        	0.7755612311		8901.4523340830
-669.4857285842        	0.7755612311		8902.4768698145
-669.4872665516        	0.7755612311		8904.4319077640
-669.4832558401        	0.7755612311		8906.8097831088
-669.4810647331        	0.7755612311		8908.4392928920
-669.4892065444        	0.7755612311		8908.4777413505
-669.5033686879        	0.7755612311		8908.1620852731
-669.5112322613        	0.7755612311		8908.5965042977
-669.5063767053        	0.7755612311		8911.2201104297
-669.4904205508        	0.7755612311		8915.9513865733
-669.4695985638        	0.7755612311		8921.0194421746
-669.4507578866        	0.7755612311		8925.1166188307
-669.4383974376        	0.7755612311		8927.1387925633
-669.4332792603        	0.7755612311		8927.0861068649
-669.4340790536        	0.7755612311		8925.6930594637
-669.4382920992        	0.7755612311		8923.1812378767
-669.4419657053        	0.7755612311		8920.6804529530
-669.4419598724        	0.7755612311		8919.4310424729
-669.4390424951        	0.7755612311		8919.3384752843
-669.4372759745        	0.7755612311		8919.8806715175
-669.4396205489        	0.7755612311		8919.5194296424
-669.4454695914        	0.7755612311		8918.6080685452
-669.4524972237        	0.7755612311		8917.2837178922
-669.4588364097        	0.7755612311		8915.8550196555
-669.4626802702        	0.7755612311		8915.5972340122
-669.4622713817        	0.7755612311		8916.5433652968
-669.4575693879        	0.7755612311		8918.5974079837
-669.4524062179        	0.7755612311		8920.3889840969
-669.4523393068        	0.7755612311		8920.4556361506
-669.4577748393        	0.7755612311		8918.3388236922
-669.4634441998        	0.7755612311		8915.3335853393
-669.4644975048        	0.7755612311		8912.9029570305
-669.4593963596        	0.7755612311		8911.8942996827
-669.4493615708        	0.7755612311		8912.3098824868
-669.4377876092        	0.7755612311		8913.2021180431
-669.4291368479        	0.7755612311		8913.2009971248
-669.4266089981        	0.7755612311		8911.6324648568
-669.4296602088        	0.7755612311		8908.5382627332
-669.4349617747        	0.7755612311		8904.3209946935
-669.4410325190        	0.7755612311		8900.1259693552
-669.4492074243        	0.7755612311		8895.5400879717
-669.4586717940        	0.7755612311		8891.8280452131
-669.4643373476        	0.7755612311		8889.8555565169
-669.4631953209        	0.7755612311		8891.0155611368
-669.4583723899        	0.7755612311		8894.6749531992
-669.4557353294        	0.7755612311		8899.5037227532
-669.4573895766        	0.7755612311		8904.9210029502
-669.4598229994        	0.7755612311		8910.2729756168
-669.4582841056        	0.7755612311		8916.0985305468
-669.4506134163        	0.7755612311		8921.9306608485
-669.4378767527        	0.7755612311		8927.8329614247
-669.4233842709        	0.7755612311		8932.4704263794
-669.4111120631        	0.7755612311		8934.8368162016
-669.4043535174        	0.7755612311		8934.6398910731
-669.4055093205        	0.7755612311		8931.6520125493
-669.4148782504        	0.7755612311		8926.3012307054
-669.4301894926        	0.7755612311		8919.4507512648
-669.4475014374        	0.7755612311		8912.9058871799
-669.4624642380        	0.7755612311		8908.1283493778
-669.4714412661        	0.7755612311		8906.0563531149
-669.4728726914        	0.7755612311		8906.1421415307
-669.4691606889        	0.7755612311		8907.6356344737
-669.4652562328        	0.7755612311		8908.9562561060
-669.4640154362        	0.7755612311		8909.2752888647
-669.4642365352        	0.7755612311		8908.0927063422
-669.4629305475        	0.7755612311		8906.1272977696
-669.4566087140        	0.7755612311		8904.0915869135
-669.4429493109        	0.7755612311		8903.3384663608
-669.4234711272        	0.7755612311		8903.9448928088
-669.4037411557        	0.7755612311		8906.0207326761
-669.3908423246        	0.7755612311		8907.8102236855
-669.3900642823        	0.7755612311		8908.8640279670
-669.4003141960        	0.7755612311		8908.5330182932
-669.4137021245        	0.7755612311		8907.0422574415
-669.4222400614        	0.7755612311		8905.6171457191
-669.4238438245        	0.7755612311		8904.8317272245
-669.4230600034        	0.7755612311		8904.1124260051
-669.4234743938        	0.7755612311		8903.7269404423
-669.4220101815        	0.7755612311		8904.2382566080
-669.4180146630        	0.7755612311		8905.4922076554
-669.4147228246        	0.7755612311		8906.8411809802
-669.4114081665        	0.7755612311		8907.3418257268
-669.4047454312        	0.7755612311		8907.4111465313
-669.3948288211        	0.7755612311		8907.4756910522
-669.3877235407        	0.7755612311		8906.8176992662
-669.3886415320        	0.7755612311		8904.9095173318
-669.3959467826        	0.7755612311		8902.1459457178
-669.4072542593        	0.7755612311		8899.2662913199
-669.4230690458        	0.7755612311		8895.8553474419
-669.4429967178        	0.7755612311		8892.4508454816
-669.4635168905        	0.7755612311		8889.5181529684
-669.4797734960        	0.7755612311		8888.4707257726
-669.4874632765        	0.7755612311		8890.3430774097
